plotID,subplotID,cnt,species,source
CPER_001,32_1_2,10,elymus lanceolatus,pred
CPER_001,32_1_2,10,elymus smithii,pred
CPER_001,32_1_2,10,sporobolus hookerianus,pred
CPER_001,32_1_2,10,opuntia polyacantha,pred
CPER_001,32_1_2,10,muhlenbergia richardsonis,pred
CPER_001,32_1_2,10,munroa squarrosa,pred
CPER_001,32_1_2,10,sporobolus texanus,pred
CPER_001,32_1_2,10,muhlenbergia torreyi,pred
CPER_001,32_1_2,10,chloris verticillata,pred
CPER_001,32_1_2,10,hesperostipa comata,pred
CPER_001,32_1_4,8,asclepias pumila,pred
CPER_001,32_1_4,8,muhlenbergia torreyi,pred
CPER_001,32_1_4,8,bouteloua dactyloides,pred
CPER_001,32_1_4,8,bouteloua gracilis,pred
CPER_001,32_1_4,8,chloris verticillata,pred
CPER_001,32_1_4,8,elymus lanceolatus,pred
CPER_001,32_1_4,8,leymus triticoides,pred
CPER_001,32_1_4,8,hesperostipa comata,pred
CPER_001,40_1_1,9,hesperostipa comata,pred
CPER_001,40_1_1,9,sporobolus hookerianus,pred
CPER_001,40_1_1,9,bouteloua gracilis,pred
CPER_001,40_1_1,9,carex duriuscula,pred
CPER_001,40_1_1,9,chloris verticillata,pred
CPER_001,40_1_1,9,sporobolus airoides,pred
CPER_001,40_1_1,9,elymus lanceolatus,pred
CPER_001,40_1_1,9,distichlis spicata,pred
CPER_001,40_1_1,9,hopia obtusa,pred
CPER_001,40_1_3,10,elymus lanceolatus,pred
CPER_001,40_1_3,10,elymus smithii,pred
CPER_001,40_1_3,10,sporobolus hookerianus,pred
CPER_001,40_1_3,10,bouteloua gracilis,pred
CPER_001,40_1_3,10,bouteloua dactyloides,pred
CPER_001,40_1_3,10,munroa squarrosa,pred
CPER_001,40_1_3,10,distichlis spicata,pred
CPER_001,40_1_3,10,hopia obtusa,pred
CPER_001,40_1_3,10,muhlenbergia torreyi,pred
CPER_001,40_1_3,10,sporobolus texanus,pred
CPER_001,41_1_1,12,sporobolus hookerianus,pred
CPER_001,41_1_1,12,elymus lanceolatus,pred
CPER_001,41_1_1,12,leymus triticoides,pred
CPER_001,41_1_1,12,elymus smithii,pred
CPER_001,41_1_1,12,distichlis spicata,pred
CPER_001,41_1_1,12,carex duriuscula,pred
CPER_001,41_1_1,12,carex filifolia,pred
CPER_001,41_1_1,12,carex praegracilis,pred
CPER_001,41_1_1,12,muhlenbergia torreyi,pred
CPER_001,41_1_1,12,sporobolus texanus,pred
CPER_001,41_1_1,12,munroa squarrosa,pred
CPER_001,41_1_1,12,sporobolus airoides,pred
CPER_001,41_1_4,10,bouteloua gracilis,pred
CPER_001,41_1_4,10,carex duriuscula,pred
CPER_001,41_1_4,10,carex filifolia,pred
CPER_001,41_1_4,10,carex oreocharis,pred
CPER_001,41_1_4,10,sporobolus hookerianus,pred
CPER_001,41_1_4,10,muhlenbergia torreyi,pred
CPER_001,41_1_4,10,salicornia rubra,pred
CPER_001,41_1_4,10,muhlenbergia pungens,pred
CPER_001,41_1_4,10,munroa squarrosa,pred
CPER_001,41_1_4,10,sporobolus airoides,pred
CPER_001,31_1_1,9,atriplex canescens,true
CPER_001,31_1_1,9,bouteloua gracilis,true
CPER_001,31_1_1,9,carex duriuscula,true
CPER_001,31_1_1,9,elymus elymoides,true
CPER_001,31_1_1,9,elymus smithii,true
CPER_001,31_1_1,9,plantago patagonica,true
CPER_001,31_1_1,9,sphaeralcea coccinea,true
CPER_001,31_1_1,9,sporobolus cryptandrus,true
CPER_001,31_1_1,9,festuca octoflora,true
CPER_001,31_1_4,5,bouteloua gracilis,true
CPER_001,31_1_4,5,carex duriuscula,true
CPER_001,31_1_4,5,elymus smithii,true
CPER_001,31_1_4,5,sporobolus cryptandrus,true
CPER_001,31_1_4,5,festuca octoflora,true
CPER_001,32_1_2,10,artemisia frigida,true
CPER_001,32_1_2,10,bouteloua gracilis,true
CPER_001,32_1_2,10,distichlis spicata,true
CPER_001,32_1_2,10,lepidium densiflorum,true
CPER_001,32_1_2,10,opuntia polyacantha,true
CPER_001,32_1_2,10,elymus smithii,true
CPER_001,32_1_2,10,phemeranthus parviflorus,true
CPER_001,32_1_2,10,plantago patagonica,true
CPER_001,32_1_2,10,portulaca oleracea,true
CPER_001,32_1_2,10,festuca octoflora,true
CPER_001,32_1_4,5,bouteloua gracilis,true
CPER_001,32_1_4,5,distichlis spicata,true
CPER_001,32_1_4,5,elymus smithii,true
CPER_001,32_1_4,5,sporobolus cryptandrus,true
CPER_001,32_1_4,5,festuca octoflora,true
CPER_001,40_1_1,6,bouteloua gracilis,true
CPER_001,40_1_1,6,carex duriuscula,true
CPER_001,40_1_1,6,distichlis spicata,true
CPER_001,40_1_1,6,elymus smithii,true
CPER_001,40_1_1,6,sporobolus cryptandrus,true
CPER_001,40_1_1,6,festuca octoflora,true
CPER_001,40_1_3,4,bouteloua gracilis,true
CPER_001,40_1_3,4,distichlis spicata,true
CPER_001,40_1_3,4,elymus smithii,true
CPER_001,40_1_3,4,sporobolus cryptandrus,true
CPER_001,41_1_1,6,bouteloua gracilis,true
CPER_001,41_1_1,6,carex duriuscula,true
CPER_001,41_1_1,6,distichlis spicata,true
CPER_001,41_1_1,6,elymus smithii,true
CPER_001,41_1_1,6,sporobolus cryptandrus,true
CPER_001,41_1_1,6,festuca octoflora,true
CPER_001,41_1_4,8,artemisia frigida,true
CPER_001,41_1_4,8,bouteloua gracilis,true
CPER_001,41_1_4,8,distichlis spicata,true
CPER_001,41_1_4,8,elymus smithii,true
CPER_001,41_1_4,8,phemeranthus parviflorus,true
CPER_001,41_1_4,8,portulaca oleracea,true
CPER_001,41_1_4,8,sporobolus cryptandrus,true
CPER_001,41_1_4,8,festuca octoflora,true
CPER_001,31_1_1,18,elymus albicans,pred
CPER_001,31_1_1,18,hopia obtusa,pred
CPER_001,31_1_1,18,elymus lanceolatus,pred
CPER_001,31_1_1,18,sporobolus hookerianus,pred
CPER_001,31_1_1,18,elymus smithii,pred
CPER_001,31_1_1,18,distichlis spicata,pred
CPER_001,31_1_1,18,muhlenbergia pungens,pred
CPER_001,31_1_1,18,munroa squarrosa,pred
CPER_001,31_1_1,18,bouteloua gracilis,pred
CPER_001,31_1_1,18,muhlenbergia richardsonis,pred
CPER_001,31_1_1,18,oenothera canescens,pred
CPER_001,31_1_1,18,suckleya suckleyana,pred
CPER_001,31_1_1,18,muhlenbergia torreyi,pred
CPER_001,31_1_1,18,bouteloua dactyloides,pred
CPER_001,31_1_1,18,cynodon dactylon,pred
CPER_001,31_1_1,18,purshia tridentata,pred
CPER_001,31_1_1,18,sporobolus airoides,pred
CPER_001,31_1_1,18,hordeum pusillum,pred
CPER_001,31_1_4,19,carex filifolia,pred
CPER_001,31_1_4,19,bouteloua gracilis,pred
CPER_001,31_1_4,19,hesperostipa comata,pred
CPER_001,31_1_4,19,muhlenbergia torreyi,pred
CPER_001,31_1_4,19,sporobolus hookerianus,pred
CPER_001,31_1_4,19,distichlis spicata,pred
CPER_001,31_1_4,19,muhlenbergia pungens,pred
CPER_001,31_1_4,19,muhlenbergia richardsonis,pred
CPER_001,31_1_4,19,elymus albicans,pred
CPER_001,31_1_4,19,elymus lanceolatus,pred
CPER_001,31_1_4,19,sporobolus airoides,pred
CPER_001,31_1_4,19,bouteloua dactyloides,pred
CPER_001,31_1_4,19,chloris verticillata,pred
CPER_001,31_1_4,19,cenchrus longispinus,pred
CPER_001,31_1_4,19,lygodesmia juncea,pred
CPER_001,31_1_4,19,cyperus esculentus,pred
CPER_001,31_1_4,19,cyperus schweinitzii,pred
CPER_001,31_1_4,19,hordeum jubatum,pred
CPER_001,31_1_4,19,leymus triticoides,pred
CPER_001,32_1_2,17,hordeum jubatum,pred
CPER_001,32_1_2,17,sporobolus hookerianus,pred
CPER_001,32_1_2,17,pelecyphora vivipara,pred
CPER_001,32_1_2,17,elymus albicans,pred
CPER_001,32_1_2,17,muhlenbergia filiculmis,pred
CPER_001,32_1_2,17,muhlenbergia torreyi,pred
CPER_001,32_1_2,17,distichlis spicata,pred
CPER_001,32_1_2,17,munroa squarrosa,pred
CPER_001,32_1_2,17,elymus lanceolatus,pred
CPER_001,32_1_2,17,opuntia polyacantha,pred
CPER_001,32_1_2,17,bouteloua dactyloides,pred
CPER_001,32_1_2,17,bouteloua gracilis,pred
CPER_001,32_1_2,17,sporobolus texanus,pred
CPER_001,32_1_2,17,leymus triticoides,pred
CPER_001,32_1_2,17,muhlenbergia pungens,pred
CPER_001,32_1_2,17,sporobolus airoides,pred
CPER_001,32_1_2,17,hesperostipa comata,pred
CPER_001,32_1_4,11,bouteloua dactyloides,pred
CPER_001,32_1_4,11,leymus triticoides,pred
CPER_001,32_1_4,11,elymus smithii,pred
CPER_001,32_1_4,11,distichlis spicata,pred
CPER_001,32_1_4,11,elymus lanceolatus,pred
CPER_001,32_1_4,11,cenchrus longispinus,pred
CPER_001,32_1_4,11,bouteloua gracilis,pred
CPER_001,32_1_4,11,chloris virgata,pred
CPER_001,32_1_4,11,muhlenbergia pungens,pred
CPER_001,32_1_4,11,chloris verticillata,pred
CPER_001,32_1_4,11,carex duriuscula,pred
CPER_001,40_1_1,14,elymus albicans,pred
CPER_001,40_1_1,14,hesperostipa comata,pred
CPER_001,40_1_1,14,muhlenbergia pungens,pred
CPER_001,40_1_1,14,sporobolus hookerianus,pred
CPER_001,40_1_1,14,bouteloua gracilis,pred
CPER_001,40_1_1,14,muhlenbergia torreyi,pred
CPER_001,40_1_1,14,carex xerantica,pred
CPER_001,40_1_1,14,elymus lanceolatus,pred
CPER_001,40_1_1,14,distichlis spicata,pred
CPER_001,40_1_1,14,cenchrus longispinus,pred
CPER_001,40_1_1,14,bouteloua dactyloides,pred
CPER_001,40_1_1,14,cynodon dactylon,pred
CPER_001,40_1_1,14,sporobolus texanus,pred
CPER_001,40_1_1,14,carex filifolia,pred
CPER_001,40_1_3,13,elymus albicans,pred
CPER_001,40_1_3,13,elymus lanceolatus,pred
CPER_001,40_1_3,13,elymus smithii,pred
CPER_001,40_1_3,13,bouteloua gracilis,pred
CPER_001,40_1_3,13,sporobolus hookerianus,pred
CPER_001,40_1_3,13,sporobolus airoides,pred
CPER_001,40_1_3,13,chloris verticillata,pred
CPER_001,40_1_3,13,bouteloua dactyloides,pred
CPER_001,40_1_3,13,cynodon dactylon,pred
CPER_001,40_1_3,13,distichlis spicata,pred
CPER_001,40_1_3,13,muhlenbergia torreyi,pred
CPER_001,40_1_3,13,sporobolus texanus,pred
CPER_001,40_1_3,13,hesperostipa comata,pred
CPER_001,41_1_1,20,bouteloua dactyloides,pred
CPER_001,41_1_1,20,bouteloua gracilis,pred
CPER_001,41_1_1,20,elymus albicans,pred
CPER_001,41_1_1,20,elymus lanceolatus,pred
CPER_001,41_1_1,20,leymus triticoides,pred
CPER_001,41_1_1,20,elymus smithii,pred
CPER_001,41_1_1,20,cenchrus longispinus,pred
CPER_001,41_1_1,20,carex duriuscula,pred
CPER_001,41_1_1,20,carex filifolia,pred
CPER_001,41_1_1,20,carex praegracilis,pred
CPER_001,41_1_1,20,elymus repens,pred
CPER_001,41_1_1,20,hordeum jubatum,pred
CPER_001,41_1_1,20,distichlis spicata,pred
CPER_001,41_1_1,20,muhlenbergia richardsonis,pred
CPER_001,41_1_1,20,muhlenbergia pungens,pred
CPER_001,41_1_1,20,munroa squarrosa,pred
CPER_001,41_1_1,20,carex crawei,pred
CPER_001,41_1_1,20,salicornia rubra,pred
CPER_001,41_1_1,20,muhlenbergia torreyi,pred
CPER_001,41_1_1,20,sporobolus texanus,pred
CPER_001,41_1_4,12,bouteloua dactyloides,pred
CPER_001,41_1_4,12,bouteloua gracilis,pred
CPER_001,41_1_4,12,chloris verticillata,pred
CPER_001,41_1_4,12,distichlis spicata,pred
CPER_001,41_1_4,12,carex duriuscula,pred
CPER_001,41_1_4,12,carex filifolia,pred
CPER_001,41_1_4,12,sporobolus hookerianus,pred
CPER_001,41_1_4,12,muhlenbergia torreyi,pred
CPER_001,41_1_4,12,carex douglasii,pred
CPER_001,41_1_4,12,sporobolus texanus,pred
CPER_001,41_1_4,12,muhlenbergia pungens,pred
CPER_001,41_1_4,12,sporobolus airoides,pred
CPER_012,31_1_1,18,aristida purpurea,true
CPER_012,31_1_1,18,bouteloua dactyloides,true
CPER_012,31_1_1,18,bouteloua gracilis,true
CPER_012,31_1_1,18,carex duriuscula,true
CPER_012,31_1_1,18,euphorbia glyptosperma,true
CPER_012,31_1_1,18,cryptantha crassisepala,true
CPER_012,31_1_1,18,cryptantha minima,true
CPER_012,31_1_1,18,elymus elymoides,true
CPER_012,31_1_1,18,lepidium montanum,true
CPER_012,31_1_1,18,machaeranthera tanacetifolia,true
CPER_012,31_1_1,18,munroa squarrosa,true
CPER_012,31_1_1,18,oenothera albicaulis,true
CPER_012,31_1_1,18,picradeniopsis oppositifolia,true
CPER_012,31_1_1,18,plantago patagonica,true
CPER_012,31_1_1,18,portulaca oleracea,true
CPER_012,31_1_1,18,sphaeralcea coccinea,true
CPER_012,31_1_1,18,sporobolus cryptandrus,true
CPER_012,31_1_1,18,festuca octoflora,true
CPER_012,31_1_4,18,aristida purpurea,true
CPER_012,31_1_4,18,bouteloua dactyloides,true
CPER_012,31_1_4,18,bouteloua gracilis,true
CPER_012,31_1_4,18,carex duriuscula,true
CPER_012,31_1_4,18,euphorbia glyptosperma,true
CPER_012,31_1_4,18,cleome pursh,true
CPER_012,31_1_4,18,cryptantha minima,true
CPER_012,31_1_4,18,elymus elymoides,true
CPER_012,31_1_4,18,hesperostipa comata,true
CPER_012,31_1_4,18,munroa squarrosa,true
CPER_012,31_1_4,18,oenothera albicaulis,true
CPER_012,31_1_4,18,picradeniopsis oppositifolia,true
CPER_012,31_1_4,18,plantago patagonica,true
CPER_012,31_1_4,18,portulaca oleracea,true
CPER_012,31_1_4,18,salsola collina,true
CPER_012,31_1_4,18,sporobolus cryptandrus,true
CPER_012,31_1_4,18,tradescantia occidentalis,true
CPER_012,31_1_4,18,festuca octoflora,true
CPER_012,32_1_2,8,bouteloua gracilis,true
CPER_012,32_1_2,8,carex duriuscula,true
CPER_012,32_1_2,8,euphorbia glyptosperma,true
CPER_012,32_1_2,8,cleome pursh,true
CPER_012,32_1_2,8,cryptantha minima,true
CPER_012,32_1_2,8,elymus smithii,true
CPER_012,32_1_2,8,plantago patagonica,true
CPER_012,32_1_2,8,festuca octoflora,true
CPER_012,32_1_4,16,aristida purpurea,true
CPER_012,32_1_4,16,bouteloua gracilis,true
CPER_012,32_1_4,16,carex duriuscula,true
CPER_012,32_1_4,16,euphorbia glyptosperma,true
CPER_012,32_1_4,16,cirsium canescens,true
CPER_012,32_1_4,16,cryptantha minima,true
CPER_012,32_1_4,16,machaeranthera tanacetifolia,true
CPER_012,32_1_4,16,oenothera albicaulis,true
CPER_012,32_1_4,16,oenothera suffrutescens,true
CPER_012,32_1_4,16,elymus smithii,true
CPER_012,32_1_4,16,picradeniopsis oppositifolia,true
CPER_012,32_1_4,16,plantago patagonica,true
CPER_012,32_1_4,16,portulaca oleracea,true
CPER_012,32_1_4,16,salsola collina,true
CPER_012,32_1_4,16,sporobolus cryptandrus,true
CPER_012,32_1_4,16,festuca octoflora,true
CPER_012,40_1_1,14,bouteloua dactyloides,true
CPER_012,40_1_1,14,bouteloua gracilis,true
CPER_012,40_1_1,14,carex duriuscula,true
CPER_012,40_1_1,14,cryptantha crassisepala,true
CPER_012,40_1_1,14,cryptantha minima,true
CPER_012,40_1_1,14,hesperostipa comata,true
CPER_012,40_1_1,14,machaeranthera tanacetifolia,true
CPER_012,40_1_1,14,munroa squarrosa,true
CPER_012,40_1_1,14,oenothera albicaulis,true
CPER_012,40_1_1,14,picradeniopsis oppositifolia,true
CPER_012,40_1_1,14,plantago patagonica,true
CPER_012,40_1_1,14,sphaeralcea coccinea,true
CPER_012,40_1_1,14,sporobolus cryptandrus,true
CPER_012,40_1_1,14,festuca octoflora,true
CPER_012,40_1_3,11,bouteloua dactyloides,true
CPER_012,40_1_3,11,bouteloua gracilis,true
CPER_012,40_1_3,11,carex duriuscula,true
CPER_012,40_1_3,11,euphorbia glyptosperma,true
CPER_012,40_1_3,11,cryptantha minima,true
CPER_012,40_1_3,11,lepidium montanum,true
CPER_012,40_1_3,11,machaeranthera tanacetifolia,true
CPER_012,40_1_3,11,oenothera albicaulis,true
CPER_012,40_1_3,11,plantago patagonica,true
CPER_012,40_1_3,11,sphaeralcea coccinea,true
CPER_012,40_1_3,11,festuca octoflora,true
CPER_012,41_1_1,18,aristida purpurea,true
CPER_012,41_1_1,18,bouteloua dactyloides,true
CPER_012,41_1_1,18,bouteloua gracilis,true
CPER_012,41_1_1,18,carex duriuscula,true
CPER_012,41_1_1,18,euphorbia glyptosperma,true
CPER_012,41_1_1,18,cryptantha crassisepala,true
CPER_012,41_1_1,18,cryptantha minima,true
CPER_012,41_1_1,18,hesperostipa comata,true
CPER_012,41_1_1,18,xanthisma spinulosum,true
CPER_012,41_1_1,18,machaeranthera tanacetifolia,true
CPER_012,41_1_1,18,munroa squarrosa,true
CPER_012,41_1_1,18,oenothera albicaulis,true
CPER_012,41_1_1,18,elymus smithii,true
CPER_012,41_1_1,18,picradeniopsis oppositifolia,true
CPER_012,41_1_1,18,plantago patagonica,true
CPER_012,41_1_1,18,sphaeralcea coccinea,true
CPER_012,41_1_1,18,tragopogon dubius,true
CPER_012,41_1_1,18,festuca octoflora,true
CPER_012,41_1_4,13,aristida purpurea,true
CPER_012,41_1_4,13,bouteloua dactyloides,true
CPER_012,41_1_4,13,bouteloua gracilis,true
CPER_012,41_1_4,13,carex duriuscula,true
CPER_012,41_1_4,13,euphorbia glyptosperma,true
CPER_012,41_1_4,13,cirsium canescens,true
CPER_012,41_1_4,13,cryptantha minima,true
CPER_012,41_1_4,13,evolvulus nuttallianus,true
CPER_012,41_1_4,13,hesperostipa comata,true
CPER_012,41_1_4,13,oenothera albicaulis,true
CPER_012,41_1_4,13,plantago patagonica,true
CPER_012,41_1_4,13,sporobolus cryptandrus,true
CPER_012,41_1_4,13,festuca octoflora,true
CPER_012,31_1_1,7,hydrophyllum fendleri,pred
CPER_012,31_1_1,7,tribulus terrestris,pred
CPER_012,31_1_1,7,cryptantha minima,pred
CPER_012,31_1_1,7,plagiobothrys scouleri,pred
CPER_012,31_1_1,7,potentilla bipinnatifida,pred
CPER_012,31_1_1,7,buglossoides arvensis,pred
CPER_012,31_1_1,7,heliotropium curassavicum,pred
CPER_012,31_1_4,3,cryptantha minima,pred
CPER_012,31_1_4,3,cryptantha fendleri,pred
CPER_012,31_1_4,3,cryptantha crassisepala,pred
CPER_012,32_1_2,5,sporobolus hookerianus,pred
CPER_012,32_1_2,5,carex filifolia,pred
CPER_012,32_1_2,5,asclepias pumila,pred
CPER_012,32_1_2,5,harbouria trachypleura,pred
CPER_012,32_1_2,5,pediomelum esculentum,pred
CPER_012,32_1_4,6,cryptantha fendleri,pred
CPER_012,32_1_4,6,cryptantha minima,pred
CPER_012,32_1_4,6,asclepias pumila,pred
CPER_012,32_1_4,6,oenothera albicaulis,pred
CPER_012,32_1_4,6,phlox andicola,pred
CPER_012,32_1_4,6,navarretia saximontana,pred
CPER_012,40_1_1,5,buglossoides arvensis,pred
CPER_012,40_1_1,5,cryptantha minima,pred
