"siteID","taxonID","scientificName","taxonRank","family","nativeStatusCode","morphospeciesID","identificationReferences","identificationHistoryID"
"SCBI","CAFL3","Carex flaccosperma Dewey","species","Cyperaceae","N",NA,NA,NA
"SCBI","CAFR3","Carex frankii Kunth","species","Cyperaceae","N",NA,NA,NA
"SCBI","CAGR8","Carex gracilescens Steud.","species","Cyperaceae","N",NA,NA,NA
"SCBI","CAGR2","Carex gracillima Schwein.","species","Cyperaceae","N",NA,"Weakley 2012",NA
"SCBI","CAGR4","Carex gravida L.H. Bailey","species","Cyperaceae","N",NA,NA,NA
"SCBI","CAHI6","Carex hirsutella Mack.","species","Cyperaceae","N",NA,NA,NA
"SCBI","CALA19","Carex laxiflora Lam.","species","Cyperaceae","N",NA,NA,NA
"SCBI","CALE6","Carex leavenworthii Dewey","species","Cyperaceae","N",NA,NA,NA
"SCBI","CAME13","Carex mesochorea Mack.","species","Cyperaceae","N",NA,NA,NA
"SCBI","CAMO11","Carex molesta Mack. ex Bright","species","Cyperaceae","N",NA,NA,NA
"SCBI","CAMO35","Carex molestiformis Reznicek & P. Rothr.","species","Cyperaceae","N",NA,NA,NA
"SCBI","CAMU4","Carex muehlenbergii Schkuhr ex Willd.","species","Cyperaceae","N",NA,NA,NA
"SCBI","CAOU","Carex ouachitana Kral, Manhart & Bryson","species","Cyperaceae","N",NA,NA,NA
"SCBI","CAPL5","Carex platyphylla Carey","species","Cyperaceae","N",NA,NA,NA
"SCBI","CARA8","Carex radiata (Wahlenb.) Small","species","Cyperaceae","N",NA,NA,NA
"SCBI","CARO22","Carex rosea Schkuhr ex Willd.","species","Cyperaceae","N",NA,NA,NA
"SCBI","CAREX","Carex sp.","genus","Cyperaceae","UNK",NA,NA,NA
"SCBI","CASP3","Carex sparganioides Muhl. ex Willd.","species","Cyperaceae","N",NA,NA,NA
"SCBI","CAREXSPP","Carex spp.","genus","Cyperaceae","UNK","tall stout sedge",NA,NA
"SCBI","CASQ2","Carex squarrosa L.","species","Cyperaceae","N",NA,NA,NA
"SCBI","CASW","Carex swanii (Fernald) Mack.","species","Cyperaceae","N",NA,NA,NA
"SCBI","CATO10","Carex tonsa (Fernald) E.P. Bicknell","species","Cyperaceae","N",NA,NA,NA
"SCBI","CAVU2","Carex vulpinoidea Michx.","species","Cyperaceae","N",NA,NA,NA
"SCBI","CAWI2","Carex willdenowii Schkuhr ex Willd.","species","Cyperaceae","N",NA,NA,NA
"SCBI","CACA18","Carpinus caroliniana Walter","species","Betulaceae","N",NA,NA,NA
"SCBI","CACAV","Carpinus caroliniana Walter ssp. virginiana (Marshall) Furlow","subspecies","Betulaceae","N",NA,NA,NA
"SCBI","CACO15","Carya cordiformis (Wangenh.) K. Koch","species","Juglandaceae","N",NA,NA,NA
"SCBI","CAGL8","Carya glabra (Mill.) Sweet","species","Juglandaceae","N",NA,NA,NA
"SCBI","CAOV3","Carya ovalis (Wangenh.) Sarg.","species","Juglandaceae","N",NA,NA,NA
"SCBI","CARYA","Carya sp.","genus","Juglandaceae","N",NA,NA,NA
"SCBI","CATE9","Carya texana Buckley","species","Juglandaceae","N",NA,NA,NA
"SCBI","CATO6","Carya tomentosa (Lam.) Nutt.","species","Juglandaceae","N",NA,NA,NA
"SCBI","CACA94","Catananche caerulea L.","species","Asteraceae","UNK",NA,NA,NA
"SCBI","CEOR7","Celastrus orbiculatus Thunb.","species","Celastraceae","I",NA,NA,NA
"SCBI","CESC","Celastrus scandens L.","species","Celastraceae","N",NA,NA,NA
"SCBI","CEOC","Celtis occidentalis L.","species","Ulmaceae","N",NA,NA,NA
"SCBI","CESTM","Centaurea stoebe L. ssp. micranthos (Gugler) Hayek","subspecies","Asteraceae","I",NA,NA,NA
"SCBI","CEFOV2","Cerastium fontanum Baumg. ssp. vulgare (Hartm.) Greuter & Burdet","subspecies","Caryophyllaceae","I",NA,NA,NA
"SCBI","CEGL2","Cerastium glomeratum Thuill.","species","Caryophyllaceae","I",NA,NA,NA
"SCBI","CERAS","Cerastium sp.","genus","Caryophyllaceae","UNK",NA,NA,NA
"SCBI","CECAC","Cercis canadensis L. var. canadensis","variety","Fabaceae","N",NA,NA,NA
"SCBI","CHPRP","Chaerophyllum procumbens (L.) Crantz var. procumbens","variety","Apiaceae","N",NA,NA,NA
"SCBI","CHMA18","Chaiturus marrubiastrum (L.) Rchb.","species","Lamiaceae","I",NA,NA,NA
"SCBI","CHAMA17","Chamaecrista sp.","genus","Fabaceae","N",NA,NA,NA
"SCBI","CHAL7","Chenopodium album L.","species","Chenopodiaceae","NI",NA,NA,NA
"SCBI","CHENO","Chenopodium sp.","genus","Chenopodiaceae","UNK",NA,NA,NA
"SCBI","CHMA3","Chimaphila maculata (L.) Pursh","species","Pyrolaceae","N",NA,NA,NA
"SCBI","CHJU","Chondrilla juncea L.","species","Asteraceae","I",NA,NA,NA
"SCBI","CIIN","Cichorium intybus L.","species","Asteraceae","I",NA,NA,NA
"SCBI","CICHO","Cichorium sp.","genus","Asteraceae","I",NA,NA,NA
"SCBI","CIAR2","Cinna arundinacea L.","species","Poaceae","N",NA,NA,NA
"SCBI","CILU","Circaea lutetiana L.","species","Onagraceae","N",NA,NA,NA
"SCBI","CILUC","Circaea lutetiana L. ssp. canadensis (L.) Asch. & Magnus","subspecies","Onagraceae","N",NA,NA,NA
"SCBI","CIDI","Cirsium discolor (Muhl. ex Willd.) Spreng.","species","Asteraceae","N",NA,NA,NA
"SCBI","CIRSI","Cirsium sp.","genus","Asteraceae","UNK",NA,NA,NA
"SCBI","CIVI","Cirsium virginianum (L.) Michx.","species","Asteraceae","N",NA,NA,NA
"SCBI","CIVU","Cirsium vulgare (Savi) Ten.","species","Asteraceae","I",NA,NA,NA
"SCBI","CLTE4","Clematis terniflora DC.","species","Ranunculaceae","I",NA,NA,NA
"SCBI","CLVI5","Clematis virginiana L.","species","Ranunculaceae","N",NA,NA,NA
"SCBI","CLVU","Clinopodium vulgare L.","species","Lamiaceae","N",NA,NA,NA
"SCBI","COAU4","Colchicum autumnale L.","species","Liliaceae","I",NA,NA,NA
"SCBI","COCA4","Collinsonia canadensis L.","species","Lamiaceae","N",NA,NA,NA
"SCBI","COCO3","Commelina communis L.","species","Commelinaceae","I",NA,NA,NA
"SCBI","COAM","Conopholis americana (L.) Wallr.","species","Orobanchaceae","N",NA,NA,NA
"SCBI","COAJ","Consolida ajacis (L.) Schur","species","Ranunculaceae","I",NA,NA,NA
"SCBI","COAR4","Convolvulus arvensis L.","species","Convolvulaceae","I",NA,NA,NA
"SCBI","CONVO","Convolvulus sp.","genus","Convolvulaceae","I",NA,NA,NA
"SCBI","COCA5","Conyza canadensis (L.) Cronquist","species","Asteraceae","N",NA,NA,NA
"SCBI","COCAC3","Conyza canadensis (L.) Cronquist var. canadensis","variety","Asteraceae","N",NA,NA,NA
"SCBI","COFL","Conyza floribunda Kunth","species","Asteraceae","I",NA,NA,NA
"SCBI","COLA5","Coreopsis lanceolata L.","species","Asteraceae","N",NA,NA,NA
"SCBI","CORNAC","Cornaceae sp.","family","Cornaceae","UNK",NA,NA,NA
"SCBI","COAL2","Cornus alternifolia L. f.","species","Cornaceae","N",NA,NA,NA
"SCBI","COFL2","Cornus florida L.","species","Cornaceae","N",NA,NA,NA
"SCBI","COFL3","Corydalis flavula (Raf.) DC.","species","Fumariaceae","N",NA,NA,NA
"SCBI","CRATA","Crataegus sp.","genus","Rosaceae","UNK",NA,NA,NA
"SCBI","CRPE10","Cruciata pedemontana (Bellardi) Ehrend.","species","Rubiaceae","I",NA,NA,NA
"SCBI","CRCA9","Cryptotaenia canadensis (L.) DC.","species","Apiaceae","N",NA,NA,NA
"SCBI","CYLA","Cynanchum laeve (Michx.) Pers.","species","Asclepiadaceae","N",NA,NA,NA
"SCBI","CYOF","Cynoglossum officinale L.","species","Boraginaceae","I",NA,NA,NA
"SCBI","CYVI","Cynoglossum virginianum L.","species","Boraginaceae","N",NA,NA,NA
"SCBI","CYVIV","Cynoglossum virginianum L. var. virginianum","variety","Boraginaceae","N",NA,NA,NA
"SCBI","CYPERA","Cyperaceae sp.","family","Cyperaceae","UNK","thin leaf carex",NA,NA
"SCBI","CYES","Cyperus esculentus L.","species","Cyperaceae","NI",NA,NA,NA
"SCBI","CYLA3","Cyperus lancastriensis Porter ex A. Gray","species","Cyperaceae","N",NA,NA,NA
"SCBI","CYLU2","Cyperus lupulinus (Spreng.) Marcks","species","Cyperaceae","N",NA,NA,NA
"SCBI","CYPI","Cyperus pilosus Vahl","species","Cyperaceae","I",NA,NA,NA
"SCBI","CYPER","Cyperus sp.","genus","Cyperaceae","UNK",NA,NA,NA
"SCBI","CYST","Cyperus strigosus L.","species","Cyperaceae","N",NA,NA,NA
"SCBI","DAGL","Dactylis glomerata L.","species","Poaceae","I",NA,NA,NA
"SCBI","DAGLG","Dactylis glomerata L. ssp. glomerata","subspecies","Poaceae","I",NA,NA,NA
"SCBI","DACO","Danthonia compressa Austin","species","Poaceae","N",NA,NA,NA
"SCBI","DASP2","Danthonia spicata (L.) P. Beauv. ex Roem. & Schult.","species","Poaceae","N",NA,NA,NA
"SCBI","DACA6","Daucus carota L.","species","Apiaceae","I",NA,NA,NA
"SCBI","DEPU2","Dennstaedtia punctilobula (Michx.) T. Moore","species","Dennstaedtiaceae","N",NA,NA,NA
"SCBI","DENNST","Dennstaedtiaceae sp.","family","Dennstaedtiaceae","N",NA,NA,NA
"SCBI","DEAC4","Deparia acrostichoides (Sw.) M. Kato","species","Dryopteridaceae","N",NA,NA,NA
"SCBI","DECA7","Desmodium canadense (L.) DC.","species","Fabaceae","N",NA,NA,NA
"SCBI","DECA8","Desmodium canescens (L.) DC.","species","Fabaceae","N",NA,NA,NA
"SCBI","DENU4","Desmodium nudiflorum (L.) DC.","species","Fabaceae","N","roughleaf desmodium",NA,NA
"SCBI","DEPA6","Desmodium paniculatum (L.) DC.","species","Fabaceae","N",NA,NA,NA
"SCBI","DESMO","Desmodium sp.","genus","Fabaceae","UNK","rough hairy desmodium",NA,NA
"SCBI","DESMOSPP","Desmodium spp.","genus","Fabaceae","UNK","Desmodium unk.",NA,NA
"SCBI","DIAR","Dianthus armeria L.","species","Caryophyllaceae","I",NA,NA,NA
"SCBI","DIBO","Dichanthelium boreale (Nash) Freckmann","species","Poaceae","N",NA,NA,NA
"SCBI","DIBO2","Dichanthelium boscii (Poir.) Gould & C.A. Clark","species","Poaceae","N",NA,NA,NA
"SCBI","DICL","Dichanthelium clandestinum (L.) Gould","species","Poaceae","N",NA,NA,NA
"SCBI","DIOL","Dichanthelium oligosanthes (Schult.) Gould","species","Poaceae","N",NA,NA,NA
"SCBI","DIOLS","Dichanthelium oligosanthes (Schult.) Gould var. scribnerianum (Nash) Gould","variety","Poaceae","N",NA,NA,NA
"SCBI","DICHA2","Dichanthelium sp.","genus","Poaceae","N","linus panic grass",NA,NA
"SCBI","DIVI","Digitaria villosa (Walter) Pers.","species","Poaceae","N",NA,NA,NA
"SCBI","DIVI4","Dioscorea villosa L.","species","Dioscoreaceae","N",NA,NA,NA
"SCBI","DIVI5","Diospyros virginiana L.","species","Ebenaceae","N",NA,NA,NA
"SCBI","DILA4","Dipsacus laciniatus L.","species","Dipsacaceae","I",NA,NA,NA
"SCBI","DRYOPT","Dryopteridaceae sp.","family","Dryopteridaceae","UNK",NA,NA,NA
"SCBI","DRCA11","Dryopteris carthusiana (Vill.) H.P. Fuchs","species","Dryopteridaceae","N",NA,NA,NA
"SCBI","DRMA4","Dryopteris marginalis (L.) A. Gray","species","Dryopteridaceae","N",NA,NA,NA
"SCBI","DRYOP","Dryopteris sp.","genus","Dryopteridaceae","N",NA,NA,NA
"SCBI","DRYOPSPP","Dryopteris spp.","genus","Dryopteridaceae","N",NA,NA,NA
"SCBI","DUIN","Duchesnea indica (Andrews) Focke","species","Rosaceae","I",NA,NA,NA
"SCBI","ECCR","Echinochloa crus-galli (L.) P. Beauv.","species","Poaceae","I",NA,NA,NA
"SCBI","ECVU","Echium vulgare L.","species","Boraginaceae","I",NA,NA,NA
"SCBI","ELUM","Elaeagnus umbellata Thunb.","species","Elaeagnaceae","I",NA,NA,NA
"SCBI","ELEOC","Eleocharis sp.","genus","Cyperaceae","UNK",NA,NA,NA
"SCBI","ELNY","Ellisia nyctelea (L.) L.","species","Hydrophyllaceae","N",NA,NA,NA
"SCBI","ELHYH","Elymus hystrix L. var. hystrix","variety","Poaceae","N",NA,NA,NA
"SCBI","ELMA","Elymus macgregorii R. Brooks & J.J.N. Campb.","species","Poaceae","N",NA,NA,NA
"SCBI","ELRE4","Elymus repens (L.) Gould","species","Poaceae","I",NA,NA,NA
"SCBI","ELRI","Elymus riparius Wiegand","species","Poaceae","N",NA,NA,NA
"SCBI","ELYMU","Elymus sp.","genus","Poaceae","UNK",NA,NA,NA
"SCBI","ELVI","Elymus villosus Muhl. ex Willd.","species","Poaceae","N",NA,NA,NA
"SCBI","ELVI3","Elymus virginicus L.","species","Poaceae","N",NA,NA,NA
"SCBI","ERSP","Eragrostis spectabilis (Pursh) Steud.","species","Poaceae","N",NA,NA,NA
"SCBI","ERHI2","Erechtites hieraciifolia (L.) Raf. ex DC.","species","Asteraceae","N",NA,NA,NA
"SCBI","ERAN","Erigeron annuus (L.) Pers.","species","Asteraceae","N",NA,NA,NA
"SCBI","ERPHP","Erigeron philadelphicus L. var. philadelphicus","variety","Asteraceae","N",NA,NA,NA
"SCBI","ERIGE2","Erigeron sp.","genus","Asteraceae","N",NA,NA,NA
"SCBI","ERSTS2","Erigeron strigosus Muhl. ex Willd. var. strigosus","variety","Asteraceae","N",NA,NA,NA
"SCBI","EUAL13","Euonymus alatus (Thunb.) Siebold","species","Celastraceae","I",NA,NA,NA
"SCBI","EUFO5","Euonymus fortunei (Turcz.) Hand.-Maz.","species","Celastraceae","I",NA,NA,NA
"SCBI","EUONY2","Euonymus sp.","genus","Celastraceae","UNK",NA,NA,NA
"SCBI","EUPAT","Eupatorium sp.","genus","Asteraceae","UNK","eupatorium two-leaves",NA,NA
"SCBI","EUPATSPP","Eupatorium spp.","genus","Asteraceae","UNK","eupatorium three leaves",NA,NA
"SCBI","EUCO10","Euphorbia corollata L.","species","Euphorbiaceae","N",NA,NA,NA
"SCBI","EUSP","Euphorbia spathulata Lam.","species","Euphorbiaceae","N",NA,NA,NA
"SCBI","EUDI16","Eurybia divaricata (L.) G.L. Nesom","species","Asteraceae","N",NA,NA,NA
"SCBI","EUTRO","Eutrochium sp.","genus","Asteraceae","N",NA,NA,NA
"SCBI","FABACE","Fabaceae sp.","family","Fabaceae","UNK","roughleaf desmodium",NA,NA
"SCBI","FAGR","Fagus grandifolia Ehrh.","species","Fagaceae","N",NA,NA,NA
"SCBI","FERU2","Festuca rubra L.","species","Poaceae","NI",NA,NA,NA
"SCBI","FESTU","Festuca sp.","genus","Poaceae","UNK",NA,NA,NA
"SCBI","FESU3","Festuca subverticillata (Pers.) Alexeev","species","Poaceae","N",NA,NA,NA
"SCBI","FRAGA","Fragaria sp.","genus","Rosaceae","N",NA,NA,NA
"SCBI","FRVI","Fragaria virginiana Duchesne","species","Rosaceae","N",NA,NA,NA
"SCBI","FRAM2","Fraxinus americana L.","species","Oleaceae","N",NA,NA,NA
"SCBI","FRPE","Fraxinus pennsylvanica Marshall","species","Oleaceae","N",NA,NA,NA
"SCBI","GASP5","Galearis spectabilis (L.) Raf.","species","Orchidaceae","N",NA,NA,NA
"SCBI","GAAP2","Galium aparine L.","species","Rubiaceae","N",NA,NA,NA
"SCBI","GACI2","Galium circaezans Michx.","species","Rubiaceae","N",NA,NA,NA
"SCBI","GACO3","Galium concinnum Torr. & A. Gray","species","Rubiaceae","N",NA,NA,NA
"SCBI","GALA4","Galium latifolium Michx.","species","Rubiaceae","N",NA,NA,NA
"SCBI","GAMO","Galium mollugo L.","species","Rubiaceae","I",NA,NA,NA
"SCBI","GAPI2","Galium pilosum Aiton","species","Rubiaceae","N",NA,NA,NA
"SCBI","GATI","Galium tinctorium (L.) Scop.","species","Rubiaceae","N",NA,NA,NA
"SCBI","GATR3","Galium triflorum Michx.","species","Rubiaceae","N",NA,NA,NA
"SCBI","GECA5","Geranium carolinianum L.","species","Geraniaceae","N",NA,NA,NA
"SCBI","GECO","Geranium columbinum L.","species","Geraniaceae","I",NA,NA,NA
"SCBI","GEMA","Geranium maculatum L.","species","Geraniaceae","N",NA,NA,NA
"SCBI","GERAN","Geranium sp.","genus","Geraniaceae","UNK",NA,NA,NA
"SCBI","GECA7","Geum canadense Jacq.","species","Rosaceae","N",NA,NA,NA
"SCBI","GELA","Geum laciniatum Murray","species","Rosaceae","N",NA,NA,NA
"SCBI","GEVI4","Geum virginianum L.","species","Rosaceae","N",NA,NA,NA
"SCBI","GITR6","Gillenia trifoliata (L.) Moench","species","Rosaceae","N",NA,NA,NA
"SCBI","GLHE2","Glechoma hederacea L.","species","Lamiaceae","I",NA,NA,NA
"SCBI","GLTR","Gleditsia triacanthos L.","species","Fabaceae","N",NA,NA,NA
"SCBI","GYDI","Gymnocladus dioicus (L.) K. Koch","species","Fabaceae","N",NA,NA,NA
"SCBI","HAVI2","Hackelia virginiana (L.) I.M. Johnst.","species","Boraginaceae","N",NA,NA,NA
"SCBI","HAVI4","Hamamelis virginiana L.","species","Hamamelidaceae","N",NA,NA,NA
"SCBI","HEHE5","Heliopsis helianthoides (L.) Sweet","species","Asteraceae","N",NA,NA,NA
"SCBI","HEHEH","Heliopsis helianthoides (L.) Sweet var. helianthoides","variety","Asteraceae","N",NA,NA,NA
"SCBI","HENOO","Hepatica nobilis Schreb. var. obtusa (Pursh) Steyerm.","variety","Ranunculaceae","N",NA,NA,NA
"SCBI","HEAM6","Heuchera americana L.","species","Saxifragaceae","N",NA,NA,NA
"SCBI","HEVI2","Heuchera villosa Michx.","species","Saxifragaceae","N",NA,NA,NA
"SCBI","HEXAS","Hexastylis sp.","genus","Aristolochiaceae","UNK",NA,NA,NA
"SCBI","HICA10","Hieracium caespitosum Dumort.","species","Asteraceae","I",NA,NA,NA
"SCBI","HIERA","Hieracium sp.","genus","Asteraceae","UNK",NA,NA,NA
"SCBI","HOLO","Houstonia longifolia Gaertn.","species","Rubiaceae","N",NA,NA,NA
"SCBI","HUJA","Humulus japonicus Siebold & Zucc.","species","Cannabaceae","I",NA,NA,NA
"SCBI","HULU","Humulus lupulus L.","species","Cannabaceae","NI",NA,NA,NA
"SCBI","HYAR","Hydrangea arborescens L.","species","Hydrangeaceae","N",NA,NA,NA
