"genus","species","scientific_name","common_name"
"Humulus","japonicus","Humulus japonicus"," Japanese Hop"
"Humulus","lupulus","Humulus lupulus"," Common Hop"
"Huperzia","appressa","Huperzia appressa"," Appalachian Fir-Moss"
"Huperzia","lucidula","Huperzia lucidula"," Shining Fir-Moss"
"Hybanthus","concolor","Hybanthus concolor"," Eastern Green-Violet"
"Hydrangea","arborescens","Hydrangea arborescens"," Wild Hydrangea"
"Hydrocotyle","americana","Hydrocotyle americana"," American Marsh-Pennywort"
"Hydrocotyle","ranunculoides","Hydrocotyle ranunculoides"," Floating Marsh-Pennywort"
"Hydrophyllum","canadense","Hydrophyllum canadense"," Blunt-Leaf Waterleaf"
"Hydrophyllum","virginianum","Hydrophyllum virginianum"," Shawnee-Salad"
"Hydrophyllum","virginianum","Hydrophyllum virginianum"," var. atranthum"
"Hydrophyllum","virginianum","Hydrophyllum virginianum"," var. virginianum"
"Hylodesmum","glutinosum","Hylodesmum glutinosum"," Pointed-Leaf Tick-Clover"
"Hylodesmum","nudiflorum","Hylodesmum nudiflorum"," Naked-Flower Tick-Clover"
"Hylotelephium","telephioides","Hylotelephium telephioides"," Allegheny Annual-Stonecrop"
"Hypericum","gentianoides","Hypericum gentianoides"," Orange-Grass"
"Hypericum","gymnanthum","Hypericum gymnanthum"," Clasping-Leaf St. John's-Wort"
"Hypericum","hypericoides","Hypericum hypericoides"," St. Andrew's-Cross"
"Hypericum","hypericoides","Hypericum hypericoides"," ssp. hypericoides"
"Hypericum","mutilum","Hypericum mutilum"," Dwarf St. John's-Wort"
"Hypericum","perforatum","Hypericum perforatum"," Common St. John's-Wort"
"Hypericum","prolificum","Hypericum prolificum"," Shrubby St. John's-Wort"
"Hypericum","punctatum","Hypericum punctatum"," Spotted St. John's-Wort"
"Hypochaeris","radicata","Hypochaeris radicata"," Hairy Cat's-Ear"
"Hypopitys","monotropa","Hypopitys monotropa"," Yellow Bird's-Nest"
"Hypoxis","hirsuta","Hypoxis hirsuta"," Eastern Yellow Star-Grass"
"Ilex","montana","Ilex montana"," Mountain Holly"
"Ilex","opaca","Ilex opaca"," American Holly"
"Ilex","opaca","Ilex opaca"," var. opaca"
"Ilex","verticillata","Ilex verticillata"," Common Winterberry"
"Impatiens","capensis","Impatiens capensis"," Spotted Touch-Me-Not"
"Impatiens","pallida","Impatiens pallida"," Pale Touch-Me-Not"
"Ionactis","linariifolia","Ionactis linariifolia"," Flax-Leaf Ankle-Aster"
"Ipomoea","hederacea","Ipomoea hederacea"," Ivy-Leaf Morning-Glory"
"Ipomoea","lacunosa","Ipomoea lacunosa"," Whitestar"
"Ipomoea","pandurata","Ipomoea pandurata"," Man-of-the-Earth"
"Ipomoea","purpurea","Ipomoea purpurea"," Common Morning-Glory"
"Iris","pseudacorus","Iris pseudacorus"," Pale-Yellow Iris"
"Iris","verna","Iris verna"," Dwarf Violet Iris"
"Isatis","tinctoria","Isatis tinctoria"," Dyer's-Woad"
"Isotria","verticillata","Isotria verticillata"," Purple Five-Leaf Orchid"
"Jeffersonia","diphylla","Jeffersonia diphylla"," Twinleaf"
"Juglans","cinerea","Juglans cinerea"," White Walnut"
"Juglans","nigra","Juglans nigra"," Black Walnut"
"Juncus","acuminatus","Juncus acuminatus"," Knotty-Leaf Rush"
"Juncus","balticus","Juncus balticus"," Baltic Rush"
"Juncus","balticus","Juncus balticus"," ssp. littoralis"
"Juncus","brevicaudatus","Juncus brevicaudatus"," Narrow-Panicle Rush"
"Juncus","bufonius","Juncus bufonius"," Toad Rush"
"Juncus","dichotomus","Juncus dichotomus"," Forked Rush"
"Juncus","dudleyi","Juncus dudleyi"," Dudley's Rush"
"Juncus","effusus","Juncus effusus"," Lamp Rush"
"Juncus","effusus","Juncus effusus"," ssp. solutus"
"Juncus","inflexus","Juncus inflexus"," European Blue Rush"
"Juncus","marginatus","Juncus marginatus"," Bog Rush"
"Juncus","nodosus","Juncus nodosus"," Knotted Rush"
"Juncus","scirpoides","Juncus scirpoides"," Needle-Pod Rush"
"Juncus","secundus","Juncus secundus"," Lopsided Rush"
"Juncus","subcaudatus","Juncus subcaudatus"," Woodland Rush"
"Juncus","subcaudatus","Juncus subcaudatus"," var. subcaudatus"
"Juncus","tenuis","Juncus tenuis"," Lesser Poverty Rush"
"Juncus","torreyi","Juncus torreyi"," Torrey's Rush"
"Juniperus","virginiana","Juniperus virginiana"," Eastern Red-Cedar"
"Juniperus","virginiana","Juniperus virginiana"," var. virginiana"
"Justicia","americana","Justicia americana"," American Water-Willow"
"Kalmia","latifolia","Kalmia latifolia"," Mountain-Laurel"
"Krigia","dandelion","Krigia dandelion"," Potato Dwarf-Dandelion"
"Krigia","virginica","Krigia virginica"," Virginia Dwarf-Dandelion"
"Kummerowia","stipulacea","Kummerowia stipulacea"," Korean-Clover"
"Kummerowia","striata","Kummerowia striata"," Japanese-Clover"
"Kyllinga","gracillima","Kyllinga gracillima"," Pasture Spike Sedge"
"Kyllinga","pumila","Kyllinga pumila"," Low Spike Sedge"
"Lactuca","biennis","Lactuca biennis"," Wild Blue Lettuce"
"Lactuca","canadensis","Lactuca canadensis"," Canadian Blue Lettuce"
"Lactuca","floridana","Lactuca floridana"," Woodland Lettuce"
"Lactuca","saligna","Lactuca saligna"," Willow-Leaf Lettuce"
"Lactuca","serriola","Lactuca serriola"," Prickly Lettuce"
"Lamium","amplexicaule","Lamium amplexicaule"," Giraffehead"
"Lamium","purpureum","Lamium purpureum"," Red Henbit"
"Lamium","purpureum","Lamium purpureum"," var. purpureum"
"Laportea","canadensis","Laportea canadensis"," Canadian Wood-Nettle"
"Lapsana","communis","Lapsana communis"," Common Nipplewort"
"Lathyrus","latifolius","Lathyrus latifolius"," Everlasting-Pea"
"Lathyrus","venosus","Lathyrus venosus"," Veiny Vetchling"
"Lechea","pulchella","Lechea pulchella"," Leggett's Pinweed"
"Lechea","pulchella","Lechea pulchella"," var. pulchella"
"Lechea","racemulosa","Lechea racemulosa"," Oblong-Fruit Pinweed"
"Leersia","oryzoides","Leersia oryzoides"," Rice Cut Grass"
"Leersia","virginica","Leersia virginica"," White Grass"
"Lemna","minor","Lemna minor"," Common Duckweed"
"Lemna","obscura","Lemna obscura"," Little Duckweed"
"Lemna","perpusilla","Lemna perpusilla"," Minute Duckweed"
"Lemna","trisulca","Lemna trisulca"," Ivy-Leaf Duckweed"
"Lemna","valdiviana","Lemna valdiviana"," Pale Duckweed"
"Leonurus","cardiaca","Leonurus cardiaca"," Motherwort"
"Leonurus","cardiaca","Leonurus cardiaca"," ssp. cardiaca"
"Lepidium","campestre","Lepidium campestre"," Cream-Anther Field Pepperwort"
"Lepidium","virginicum","Lepidium virginicum"," Poorman's-Pepperwort"
"Lepidium","virginicum","Lepidium virginicum"," ssp. virginicum"
"Lespedeza","bicolor","Lespedeza bicolor"," Two-Color Bush-Clover"
"Lespedeza","capitata","Lespedeza capitata"," Round-Head Bush-Clover"
"Lespedeza","cuneata","Lespedeza cuneata"," Chinese Bush-Clover"
"Lespedeza","frutescens","Lespedeza frutescens"," Shrubby Bush-Clover"
"Lespedeza","hirta","Lespedeza hirta"," Hairy Bush-Clover"
"Lespedeza","hirta","Lespedeza hirta"," ssp. hirta"
"Lespedeza","procumbens","Lespedeza procumbens"," Trailing Bush-Clover"
"Lespedeza","repens","Lespedeza repens"," Creeping Bush-Clover"
"Lespedeza","violacea","Lespedeza violacea"," Violet Bush-Clover"
"Lespedeza","virginica","Lespedeza virginica"," Slender Bush-Clover"
"Leucanthemum","vulgare","Leucanthemum vulgare"," Ox-Eye Daisy"
"Liatris","scariosa","Liatris scariosa"," Devil's-Bite"
"Liatris","scariosa","Liatris scariosa"," var. scariosa"
"Ligusticum","canadense","Ligusticum canadense"," Canadian Wild Lovage"
"Ligustrum","japonicum","Ligustrum japonicum"," Japanese Privet"
"Ligustrum","obtusifolium","Ligustrum obtusifolium"," Border Privet"
"Ligustrum","obtusifolium","Ligustrum obtusifolium"," ssp. obtusifolium"
"Ligustrum","sinense","Ligustrum sinense"," Chinese Privet"
"Lilium","canadense","Lilium canadense"," Canadian Lily"
"Lilium","philadelphicum","Lilium philadelphicum"," Wood Lily"
"Lilium","philadelphicum","Lilium philadelphicum"," var. philadelphicum"
"Lilium","superbum","Lilium superbum"," Turk's-Cap Lily"
"Linaria","vulgaris","Linaria vulgaris"," Greater Butter-and-Eggs"
"Lindera","benzoin","Lindera benzoin"," Northern Spicebush"
"Lindernia","dubia","Lindernia dubia"," Yellow-Seed False Pimpernel"
"Lindernia","dubia","Lindernia dubia"," var. anagallidea"
"Lindernia","dubia","Lindernia dubia"," var. dubia"
"Linum","medium","Linum medium"," Stiff Yellow Flax"
"Linum","medium","Linum medium"," var. texanum"
"Linum","sulcatum","Linum sulcatum"," Grooved Yellow Flax"
"Linum","sulcatum","Linum sulcatum"," var. sulcatum"
"Linum","virginianum","Linum virginianum"," Woodland Flax"
"Liparis","liliifolia","Liparis liliifolia"," Brown Wide-Lip Orchid"
"Liparis","loeselii","Liparis loeselii"," Yellow Wide-Lip Orchid"
"Liriodendron","tulipifera","Liriodendron tulipifera"," Tuliptree"
"Lithospermum","canescens","Lithospermum canescens"," Hoary Puccoon"
"Lithospermum","parviflorum","Lithospermum parviflorum"," Shaggy Marbleseed"
"Lobelia","cardinalis","Lobelia cardinalis"," Cardinal-Flower"
"Lobelia","inflata","Lobelia inflata"," Indian-Tobacco"
"Lobelia","siphilitica","Lobelia siphilitica"," Great Blue Lobelia"
"Lobelia","spicata","Lobelia spicata"," Pale-Spike Lobelia"
"Lolium","perenne","Lolium perenne"," Perennial Rye Grass"
"Lolium","perenne","Lolium perenne"," ssp. perenne"
"Lonicera","canadensis","Lonicera canadensis"," American Fly-Honeysuckle"
"Lonicera","dioica","Lonicera dioica"," Limber Honeysuckle"
"Lonicera","japonica","Lonicera japonica"," Japanese Honeysuckle"
"Lonicera","maackii","Lonicera maackii"," Amur Honeysuckle"
"Lonicera","morrowii","Lonicera morrowii"," Morrow's Honeysuckle"
"Lonicera","xylosteum","Lonicera xylosteum"," European Fly-Honeysuckle"
"Lotus","corniculatus","Lotus corniculatus"," Garden Bird's-Foot-Trefoil"
"Ludwigia","alternifolia","Ludwigia alternifolia"," Seedbox"
"Ludwigia","decurrens","Ludwigia decurrens"," Wing-Leaf Primrose-Willow"
"Ludwigia","grandiflora","Ludwigia grandiflora"," Large-Flower Primrose-Willow"
"Ludwigia","grandiflora","Ludwigia grandiflora"," ssp. hexapetala"
"Ludwigia","palustris","Ludwigia palustris"," Marsh Primrose-Willow"
"Ludwigia","peploides","Ludwigia peploides"," Floating Primrose-Willow"
"Ludwigia","peploides","Ludwigia peploides"," ssp. glabrescens"
"Lunaria","annua","Lunaria annua"," Annual Honesty"
"Lunaria","annua","Lunaria annua"," ssp. annua"
"Lupinus","perennis","Lupinus perennis"," Sundial Lupine"
"Lupinus","perennis","Lupinus perennis"," ssp. perennis"
"Luzula","bulbosa","Luzula bulbosa"," Bulbous Wood-Rush"
"Luzula","echinata","Luzula echinata"," Hedgehog Wood-Rush"
"Luzula","multiflora","Luzula multiflora"," Common Wood-Rush"
"Luzula","multiflora","Luzula multiflora"," ssp. multiflora"
"Lycium","barbarum","Lycium barbarum"," Matrimony-Vine"
"Lycopodiella","appressa","Lycopodiella appressa"," Southern Appressed Club-Moss"
"Lycopodium","clavatum","Lycopodium clavatum"," Running Ground-Pine"
"Lycopus","americanus","Lycopus americanus"," Cut-Leaf Water-Horehound"
"Lycopus","rubellus","Lycopus rubellus"," Taper-Leaf Water-Horehound"
"Lycopus","uniflorus","Lycopus uniflorus"," Northern Water-Horehound"
"Lycopus","uniflorus","Lycopus uniflorus"," var. uniflorus"
"Lycopus","virginicus","Lycopus virginicus"," Virginia Water-Horehound"
"Lyonia","ligustrina","Lyonia ligustrina"," Maleberry"
"Lyonia","ligustrina","Lyonia ligustrina"," var. ligustrina"
"Lysimachia","arvensis","Lysimachia arvensis"," Scarlet Yellow-Loosestrife"
"Lysimachia","borealis","Lysimachia borealis"," Maystar"
"Lysimachia","ciliata","Lysimachia ciliata"," Fringed Yellow-Loosestrife"
"Lysimachia","hybrida","Lysimachia hybrida"," Lowland Yellow-Loosestrife"
"Lysimachia","lanceolata","Lysimachia lanceolata"," Lance-Leaf Yellow-Loosestrife"
"Lysimachia","nummularia","Lysimachia nummularia"," Creeping-Jenny"
"Lysimachia","quadrifolia","Lysimachia quadrifolia"," Whorled Yellow-Loosestrife"
"Lysimachia","terrestris","Lysimachia terrestris"," Swampcandles"
"Lythrum","alatum","Lythrum alatum"," Wing-Angle Loosestrife"
"Lythrum","alatum","Lythrum alatum"," var. alatum"
"Lythrum","salicaria","Lythrum salicaria"," Purple Loosestrife"
"Maclura","pomifera","Maclura pomifera"," Osage-Orange"
"Magnolia","acuminata","Magnolia acuminata"," Cucumber-Tree"
"Magnolia","tripetala","Magnolia tripetala"," Umbrella Magnolia"
"Maianthemum","canadense","Maianthemum canadense"," False Lily-of-the-Valley"
"Maianthemum","racemosum","Maianthemum racemosum"," Feathery False Solomon's-Seal"
"Maianthemum","racemosum","Maianthemum racemosum"," ssp. racemosum"
"Maianthemum","stellatum","Maianthemum stellatum"," Starry False Solomon's-Seal"
"Malaxis","unifolia","Malaxis unifolia"," Green Adder's-Mouth Orchid"
"Malus","coronaria","Malus coronaria"," Sweet Crabapple"
"Malus","pumila","Malus pumila"," Cultivated Apple"
"Malva","moschata","Malva moschata"," Musk Mallow"
"Malva","neglecta","Malva neglecta"," Dwarf Mallow"
"Marrubium","vulgare","Marrubium vulgare"," White Horehound"
"Marsilea","mutica","Marsilea mutica"," Australian Water-Clover"
"Matelea","carolinensis","Matelea carolinensis"," Maroon Carolina Milkvine"
"Matelea","obliqua","Matelea obliqua"," Climbing Milkvine"
"Matricaria","discoidea","Matricaria discoidea"," Pineapple-Weed"
"Medeola","virginiana","Medeola virginiana"," Indian Cucumber-Root"
"Medicago","lupulina","Medicago lupulina"," Black Medick"
"Medicago","sativa","Medicago sativa"," Alfalfa"
"Medicago","sativa","Medicago sativa"," ssp. sativa"
"Melampyrum","lineare","Melampyrum lineare"," American Cow-Wheat"
"Melampyrum","lineare","Melampyrum lineare"," var. latifolium"
"Melica","mutica","Melica mutica"," Two-Flower Melic Grass"
"Melica","nitens","Melica nitens"," Three-Flower Melic Grass"
"Melilotus","officinalis","Melilotus officinalis"," Yellow Sweet-Clover"
"Melissa","officinalis","Melissa officinalis"," Lemonbalm"
"Menispermum","canadense","Menispermum canadense"," Canadian Moonseed"
"Mentha","arvensis","Mentha arvensis"," American Wild Mint"
"Mentha","×gracilis","Mentha ×gracilis",""
"Mentha","×piperita","Mentha ×piperita",""
"Mentha","spicata","Mentha spicata"," Spearmint"
"Menziesia","pilosa","Menziesia pilosa"," Minniebush"
"Mertensia","virginica","Mertensia virginica"," Virginia Bluebells"
"Micranthes","micranthidifolia","Micranthes micranthidifolia"," Lettuce-Leaf Pseudosaxifrage"
"Micranthes","pensylvanica","Micranthes pensylvanica"," Eastern Swamp Pseudosaxifrage"
"Micranthes","petiolaris","Micranthes petiolaris"," Michaux's Pseudosaxifrage"
"Micranthes","virginiensis","Micranthes virginiensis"," Early Pseudosaxifrage"
"Microstegium","vimineum","Microstegium vimineum"," Japanese Stilt Grass"
"Microthlaspi","perfoliatum","Microthlaspi perfoliatum"," Perfoliate-Pennycress"
"Mimulus","alatus","Mimulus alatus"," Sharp-Wing Monkey-Flower"
"Mimulus","ringens","Mimulus ringens"," Allegheny Monkey-Flower"
"Mimulus","ringens","Mimulus ringens"," var. ringens"
"Minuartia","michauxii","Minuartia michauxii"," Michaux's Stitchwort"
"Mirabilis","nyctaginea","Mirabilis nyctaginea"," Heart-Leaf Four-O'clock"
"Miscanthus","sinensis","Miscanthus sinensis"," Chinese Silver Grass"
"Mitchella","repens","Mitchella repens"," Partridge-Berry"
"Mitella","diphylla","Mitella diphylla"," Two-Leaf Bishop's-Cap"
"Mollugo","verticillata","Mollugo verticillata"," Green Carpetweed"
"Monarda","clinopodia","Monarda clinopodia"," White Bergamot"
"Monarda","didyma","Monarda didyma"," Scarlet Beebalm"
"Monarda","fistulosa","Monarda fistulosa"," Oswego-Tea"
"Monarda","fistulosa","Monarda fistulosa"," ssp. fistulosa"
"Monotropa","uniflora","Monotropa uniflora"," One-Flower Indian-Pipe"
"Morus","alba","Morus alba"," White Mulberry"
"Morus","rubra","Morus rubra"," Red Mulberry"
"Muhlenbergia","capillaris","Muhlenbergia capillaris"," Hair-Awn Muhly"
"Muhlenbergia","cuspidata","Muhlenbergia cuspidata"," Stony-Hills Muhly"
"Muhlenbergia","frondosa","Muhlenbergia frondosa"," Wire-Stem Muhly"
"Muhlenbergia","glomerata","Muhlenbergia glomerata"," Spiked Muhly"
"Muhlenbergia","mexicana","Muhlenbergia mexicana"," Mexican Muhly"
"Muhlenbergia","schreberi","Muhlenbergia schreberi"," Nimblewill"
"Muhlenbergia","sobolifera","Muhlenbergia sobolifera"," Rock Muhly"
"Muhlenbergia","sylvatica","Muhlenbergia sylvatica"," Woodland Muhly"
"Muhlenbergia","tenuiflora","Muhlenbergia tenuiflora"," Slim-Flower Muhly"
"Murdannia","keisak","Murdannia keisak"," Wart-Removing-Herb"
"Muscari","neglectum","Muscari neglectum"," Starch Grape-Hyacinth"
"Myosotis","laxa","Myosotis laxa"," Bay Forget-Me-Not"
"Myosotis","macrosperma","Myosotis macrosperma"," Large-Seed Forget-Me-Not"
"Myosotis","scorpioides","Myosotis scorpioides"," True Forget-Me-Not"
"Myosotis","verna","Myosotis verna"," Spring Forget-Me-Not"
"Myosoton","aquaticum","Myosoton aquaticum"," Giant-Chickweed"
"Myriophyllum","aquaticum","Myriophyllum aquaticum"," Parrot's-Feather"
"Myriophyllum","spicatum","Myriophyllum spicatum"," Eurasian Water-Milfoil"
"Myriopteris","lanosa","Myriopteris lanosa"," Hairy Lip Fern"
"Nabalus","albus","Nabalus albus"," White Rattlesnake-Root"
"Nabalus","altissimus","Nabalus altissimus"," Tall Rattlesnake-Root"
"Nabalus","serpentarius","Nabalus serpentarius"," Cankerweed"
"Nabalus","trifoliolatus","Nabalus trifoliolatus"," Gall-of-the-Earth"
"Najas","flexilis","Najas flexilis"," Wavy Waternymph"
"Najas","gracillima","Najas gracillima"," Slender Waternymph"
"Najas","guadalupensis","Najas guadalupensis"," Guadalupe Waternymph"
"Najas","guadalupensis","Najas guadalupensis"," ssp. guadalupensis"
"Najas","minor","Najas minor"," Brittle Waternymph"
"Narcissus","poeticus","Narcissus poeticus"," Poet's Narcissus"
"Nasturtium","officinale","Nasturtium officinale"," Watercress"
"Nelumbo","lutea","Nelumbo lutea"," American Lotus"
"Nepeta","cataria","Nepeta cataria"," Catnip"
"Nigella","damascena","Nigella damascena"," Devil-in-the-Bush"
"Nuphar","advena","Nuphar advena"," Yellow Pond-Lily"
"Nuphar","advena","Nuphar advena"," ssp. advena"
"Nymphaea","odorata","Nymphaea odorata"," American White Water-Lily"
"Nymphaea","odorata","Nymphaea odorata"," ssp. odorata"
"Nymphoides","peltata","Nymphoides peltata"," Yellow Floatingheart"
"Nyssa","sylvatica","Nyssa sylvatica"," Black Tupelo"
"Obolaria","virginica","Obolaria virginica"," Virginia Pennywort"
"Oclemena","acuminata","Oclemena acuminata"," Whorled Nodding-Aster"
"Oenothera","argillicola","Oenothera argillicola"," Shale-Barren Evening-Primrose"
"Oenothera","biennis","Oenothera biennis"," King's-Cureall"
"Oenothera","fruticosa","Oenothera fruticosa"," Narrow-Leaf Evening-Primrose"
"Oenothera","fruticosa","Oenothera fruticosa"," ssp. fruticosa"
"Oenothera","fruticosa","Oenothera fruticosa"," ssp. glauca"
"Oenothera","gaura","Oenothera gaura"," Biennial Evening-Primrose"
"Oenothera","parviflora","Oenothera parviflora"," Northern Evening-Primrose"
"Oenothera","perennis","Oenothera perennis"," Small Evening-Primrose"
"Oenothera","triloba","Oenothera triloba"," Stemless Evening-Primrose"
"Onoclea","sensibilis","Onoclea sensibilis"," Sensitive Fern"
"Onopordum","acanthium","Onopordum acanthium"," Scotch-Thistle"
"Ophioglossum","engelmannii","Ophioglossum engelmannii"," Limestone Adder's-Tongue"
"Ophioglossum","vulgatum","Ophioglossum vulgatum"," Southern Adder's-Tongue"
"Oplismenus","hirtellus","Oplismenus hirtellus"," Long-Leaf Basket Grass"
"Oplismenus","hirtellus","Oplismenus hirtellus"," ssp. undulatifolius"
"Opuntia","humifusa","Opuntia humifusa"," Devil's-Tongue"
"Ornithogalum","umbellatum","Ornithogalum umbellatum"," Sleepydick"
"Orobanche","riparia","Orobanche riparia"," River Broomrape"
"Orobanche","uniflora","Orobanche uniflora"," Naked Broomrape"
"Orontium","aquaticum","Orontium aquaticum"," Goldenclub"
"Osmorhiza","claytonii","Osmorhiza claytonii"," Hairy Sweet-Cicely"
"Osmorhiza","longistylis","Osmorhiza longistylis"," Aniseroot"
"Osmunda","claytoniana","Osmunda claytoniana"," Interrupted Fern"
"Osmunda","spectabilis","Osmunda spectabilis"," Royal Fern"
"Osmundastrum","cinnamomeum","Osmundastrum cinnamomeum"," Cinnamon Fern"
"Osmundastrum","cinnamomeum","Osmundastrum cinnamomeum"," var. cinnamomeum"
"Ostrya","virginiana","Ostrya virginiana"," Eastern Hop-Hornbeam"
"Oxalis","dillenii","Oxalis dillenii"," Slender Yellow Wood-Sorrel"
"Oxalis","grandis","Oxalis grandis"," Great Yellow Wood-Sorrel"
"Oxalis","stricta","Oxalis stricta"," Upright Yellow Wood-Sorrel"
"Oxalis","violacea","Oxalis violacea"," Violet Wood-Sorrel"
"Oxypolis","rigidior","Oxypolis rigidior"," Stiff Cowbane"
"Packera","anonyma","Packera anonyma"," Small's Groundsel"
"Packera","antennariifolia","Packera antennariifolia"," Shale-Barren Groundsel"
"Packera","aurea","Packera aurea"," Golden Groundsel"
"Packera","obovata","Packera obovata"," Round-Leaf Groundsel"
"Packera","paupercula","Packera paupercula"," Balsam Groundsel"
"Packera","paupercula","Packera paupercula"," var. appalachiana"
"Packera","plattensis","Packera plattensis"," Prairie Groundsel"
"Panax","quinquefolius","Panax quinquefolius"," American Ginseng"
"Panicum","capillare","Panicum capillare"," Common Panic Grass"
"Panicum","dichotomiflorum","Panicum dichotomiflorum"," Fall Panic Grass"
"Panicum","dichotomiflorum","Panicum dichotomiflorum"," var. dichotomiflorum"
"Panicum","flexile","Panicum flexile"," Wiry Panic Grass"
"Panicum","philadelphicum","Panicum philadelphicum"," Philadelphia Panic Grass"
"Panicum","verrucosum","Panicum verrucosum"," Warty Panic Grass"
"Panicum","virgatum","Panicum virgatum"," Wand Panic Grass"
"Panicum","virgatum","Panicum virgatum"," var. virgatum"
"Papaver","dubium","Papaver dubium"," Blindeyes"
"Parathelypteris","noveboracensis","Parathelypteris noveboracensis"," New York Fern"
"Parietaria","pensylvanica","Parietaria pensylvanica"," Pennsylvania Pellitory"
"Paronychia","canadensis","Paronychia canadensis"," Smooth Forked Nailwort"
"Paronychia","fastigiata","Paronychia fastigiata"," Hairy Forked Nailwort"
"Paronychia","fastigiata","Paronychia fastigiata"," var. fastigiata"
"Paronychia","montana","Paronychia montana"," Mountain Nailwort"
"Parthenium","auriculatum","Parthenium auriculatum"," Eared Feverfew"
"Parthenium","integrifolium","Parthenium integrifolium"," Wild Quinine"
"Parthenocissus","quinquefolia","Parthenocissus quinquefolia"," Virginia-Creeper"
"Paspalum","laeve","Paspalum laeve"," Field Crown Grass"
"Paspalum","pubiflorum","Paspalum pubiflorum"," Hairy-Seed Crown Grass"
"Paspalum","setaceum","Paspalum setaceum"," Slender Crown Grass"
"Passiflora","lutea","Passiflora lutea"," Yellow Passion-Flower"
"Pastinaca","sativa","Pastinaca sativa"," Wild Parsnip"
"Patis","racemosa","Patis racemosa",""
"Paulownia","tomentosa","Paulownia tomentosa"," Princesstree"
"Paxistima","canbyi","Paxistima canbyi"," Canby's Mountain-Lover"
"Pedicularis","canadensis","Pedicularis canadensis"," Canadian Lousewort"
"Pellaea","atropurpurea","Pellaea atropurpurea"," Purple-Stem Cliffbrake"
"Pellaea","glabella","Pellaea glabella"," Smooth Cliffbrake"
"Pellaea","glabella","Pellaea glabella"," ssp. glabella"
"Penstemon","australis","Penstemon australis"," Eustis Lake Beardtongue"
"Penstemon","canescens","Penstemon canescens"," Eastern Gray Beardtongue"
"Penstemon","digitalis","Penstemon digitalis"," Foxglove Beardtongue"
"Penstemon","hirsutus","Penstemon hirsutus"," Hairy Beardtongue"
"Penstemon","laevigatus","Penstemon laevigatus"," Eastern Smooth Beardtongue"
"Penstemon","pallidus","Penstemon pallidus"," Pale Beardtongue"
"Penthorum","sedoides","Penthorum sedoides"," Ditch-Stonecrop"
"Perilla","frutescens","Perilla frutescens"," Beefsteakplant"
"Persicaria","amphibia","Persicaria amphibia"," Water Smartweed"
"Persicaria","arifolia","Persicaria arifolia"," Halberd-Leaf Tearthumb"
"Persicaria","hydropiper","Persicaria hydropiper"," Mild Water-Pepper"
"Persicaria","hydropiperoides","Persicaria hydropiperoides"," Swamp Smartweed"
"Persicaria","lapathifolia","Persicaria lapathifolia"," Dock-Leaf Smartweed"
"Persicaria","longiseta","Persicaria longiseta"," Bristly Lady's-Thumb"
"Persicaria","maculosa","Persicaria maculosa"," Spotted Lady's-Thumb"
"Persicaria","pensylvanica","Persicaria pensylvanica"," Pinkweed"
"Persicaria","perfoliata","Persicaria perfoliata"," Asiatic Tearthumb"
"Persicaria","punctata","Persicaria punctata"," Dotted Smartweed"
"Persicaria","sagittata","Persicaria sagittata"," Arrow-Leaf Tearthumb"
"Persicaria","virginiana","Persicaria virginiana"," Jumpseed"
"Petrorhagia","prolifera","Petrorhagia prolifera"," Childing-Pink"
"Phacelia","dubia","Phacelia dubia"," Small-Flower Scorpion-Weed"
"Phacelia","dubia","Phacelia dubia"," var. dubia"
"Phalaris","arundinacea","Phalaris arundinacea"," Reed Canary Grass"
"Phegopteris","hexagonoptera","Phegopteris hexagonoptera"," Broad Beech Fern"
"Phemeranthus","teretifolius","Phemeranthus teretifolius"," Quill False Fameflower"
"Philadelphus","inodorus","Philadelphus inodorus"," Scentless Mock Orange"
"Phleum","pratense","Phleum pratense"," Common Timothy"
"Phlox","divaricata","Phlox divaricata"," Wild Blue Phlox"
"Phlox","maculata","Phlox maculata"," Wild Sweetwilliam"
"Phlox","maculata","Phlox maculata"," ssp. maculata"
"Phlox","paniculata","Phlox paniculata"," Fall Phlox"
"Phlox","pilosa","Phlox pilosa"," Downy Phlox"
"Phlox","pilosa","Phlox pilosa"," ssp. pilosa"
"Phlox","subulata","Phlox subulata"," Moss Phlox"
"Phlox","subulata","Phlox subulata"," ssp. subulata"
"Phoradendron","leucarpum","Phoradendron leucarpum"," Oak Mistletoe"
"Phoradendron","leucarpum","Phoradendron leucarpum"," ssp. leucarpum"
"Phryma","leptostachya","Phryma leptostachya"," American Lopseed"
"Phyla","lanceolata","Phyla lanceolata"," Northern Frogfruit"
"Physalis","heterophylla","Physalis heterophylla"," Clammy Ground-Cherry"
"Physalis","longifolia","Physalis longifolia"," Long-Leaf Ground-Cherry"
"Physalis","longifolia","Physalis longifolia"," var. subglabrata"
"Physalis","virginiana","Physalis virginiana"," Virginia Ground-Cherry"
"Physalis","virginiana","Physalis virginiana"," var. virginiana"
"Physocarpus","opulifolius","Physocarpus opulifolius"," Atlantic Ninebark"
"Physocarpus","opulifolius","Physocarpus opulifolius"," var. opulifolius"
"Phytolacca","americana","Phytolacca americana"," American Pokeweed"
"Phytolacca","americana","Phytolacca americana"," var. americana"
"Pilea","fontana","Pilea fontana"," Lesser Clearweed"
"Pilea","pumila","Pilea pumila"," Canadian Clearweed"
