"siteID","taxonID","scientificName","taxonRank","family","nativeStatusCode","morphospeciesID","identificationReferences","identificationHistoryID"
"CPER","MILI3","Mirabilis linearis (Pursh) Heimerl","species","Nyctaginaceae","N",NA,NA,NA
"CPER","MIRAB","Mirabilis sp.","genus","Nyctaginaceae","UNK",NA,NA,NA
"CPER","MIRABSPP","Mirabilis spp.","genus","Nyctaginaceae","UNK",NA,NA,NA
"CPER","MONU","Monolepis nuttalliana (Schult.) Greene","species","Chenopodiaceae","N",NA,NA,NA
"CPER","MUMI2","Muhlenbergia minutissima (Steud.) Swallen","species","Poaceae","N",NA,NA,NA
"CPER","MURI","Muhlenbergia richardsonis (Trin.) Rydb.","species","Poaceae","N",NA,NA,NA
"CPER","MUTO2","Muhlenbergia torreyi (Kunth) Hitchc. ex Bush","species","Poaceae","N",NA,NA,NA
"CPER","MUSQ3","Munroa squarrosa (Nutt.) Torr.","species","Poaceae","N",NA,NA,NA
"CPER","NYCTAG","Nyctaginaceae sp.","family","Nyctaginaceae","UNK",NA,NA,NA
"CPER","OEAL","Oenothera albicaulis Pursh","species","Onagraceae","N",NA,NA,NA
"CPER","OECA3","Oenothera canescens Torr. & Frém.","species","Onagraceae","N",NA,NA,NA
"CPER","OECO2","Oenothera coronopifolia Torr. & A. Gray","species","Onagraceae","N",NA,NA,NA
"CPER","OENOT","Oenothera sp.","genus","Onagraceae","UNK",NA,NA,NA
"CPER","OENOTSPP","Oenothera spp.","genus","Onagraceae","UNK",NA,NA,NA
"CPER","OESU3","Oenothera suffrutescens (Ser.) W.L. Wagner & Hoch","species","Onagraceae","N",NA,NA,"04F23CF26ED74ABC95C6C7696126D2BB"
"CPER","ONAGRASPP","Onagraceae spp.","family","Onagraceae","UNK",NA,NA,NA
"CPER","OPPO","Opuntia polyacantha Haw.","species","Cactaceae","N",NA,NA,NA
"CPER","OPPOE","Opuntia polyacantha Haw. var. erinacea (Engelm. & J.M. Bigelow ex Engelm.) Parfitt","variety","Cactaceae","N",NA,NA,NA
"CPER","OPPOP","Opuntia polyacantha Haw. var. polyacantha","variety","Cactaceae","N",NA,NA,NA
"CPER","ORFA","Orobanche fasciculata Nutt.","species","Orobanchaceae","N",NA,NA,NA
"CPER","OXSE","Oxytropis sericea Nutt.","species","Fabaceae","N",NA,NA,NA
"CPER","OXYTR","Oxytropis sp.","genus","Fabaceae","N","long pod",NA,NA
"CPER","OXYTRSPP","Oxytropis spp.","genus","Fabaceae","N",NA,NA,NA
"CPER","PANE7","Packera neomexicana (A. Gray) W.A. Weber & Á. Löve","species","Asteraceae","N",NA,NA,NA
"CPER","PACKE","Packera sp.","genus","Asteraceae","N",NA,NA,NA
"CPER","PATR7","Packera tridenticulata (Rydb.) W.A. Weber & Á. Löve","species","Asteraceae","N",NA,NA,NA
"CPER","PACA6","Panicum capillare L.","species","Poaceae","N",NA,NA,NA
"CPER","PASM","Pascopyrum smithii (Rydb.) Á. Löve","species","Poaceae","N",NA,NA,NA
"CPER","PERAA","Pedicularis racemosa Douglas ex Benth. ssp. alba Pennell","subspecies","Scrophulariaceae","N",NA,NA,NA
"CPER","PESI","Pediocactus simpsonii (Engelm.) Britton & Rose","species","Cactaceae","N",NA,NA,NA
"CPER","PEAL2","Penstemon albidus Nutt.","species","Scrophulariaceae","N",NA,NA,NA
"CPER","PEAN4","Penstemon angustifolius Nutt. ex Pursh","species","Scrophulariaceae","N",NA,NA,NA
"CPER","PEOP","Penstemon ophianthus Pennell","species","Scrophulariaceae","N",NA,NA,NA
"CPER","PENST","Penstemon sp.","genus","Scrophulariaceae","UNK",NA,NA,NA
"CPER","PENSTSPP","Penstemon spp.","genus","Scrophulariaceae","UNK",NA,NA,NA
"CPER","PEWH","Penstemon whippleanus A. Gray","species","Scrophulariaceae","N",NA,NA,NA
"CPER","PHPA29","Phemeranthus parviflorus (Nutt.) Kiger","species","Portulacaceae","N",NA,NA,NA
"CPER","PHCU3","Phyla cuneifolia (Torr.) Greene","species","Verbenaceae","N",NA,NA,NA
"CPER","PHHI8","Physalis hispida (Waterf.) Cronquist","species","Solanaceae","N",NA,NA,NA
"CPER","PIEN","Picea engelmannii Parry ex Engelm.","species","Pinaceae","N",NA,NA,NA
"CPER","PIOP","Picradeniopsis oppositifolia (Nutt.) Rydb. ex Britton","species","Asteraceae","N",NA,NA,NA
"CPER","PIFO","Pilea fontana (Lunell) Rydb.","species","Urticaceae","N",NA,NA,NA
"CPER","PIFL2","Pinus flexilis James","species","Pinaceae","N",NA,NA,NA
"CPER","PLPA2","Plantago patagonica Jacq.","species","Plantaginaceae","N",NA,NA,NA
"CPER","POCU3","Poa cusickii Vasey","species","Poaceae","N",NA,NA,NA
"CPER","POACEA","Poaceae sp.","family","Poaceae","UNK","The Kraken",NA,NA
"CPER","POACEASPP","Poaceae spp.","family","Poaceae","UNK",NA,NA,NA
"CPER","POPUD3","Polemonium pulcherrimum Hook. ssp. delicatum (Rydb.) Brand","subspecies","Polemoniaceae","N",NA,NA,NA
"CPER","POOL","Portulaca oleracea L.","species","Portulacaceae","I",NA,NA,NA
"CPER","POPE8","Potentilla pensylvanica L.","species","Rosaceae","N",NA,NA,NA
"CPER","PSLA3","Psoralidium lanceolatum (Pursh) Rydb.","species","Fabaceae","N",NA,NA,NA
"CPER","PSTE5","Psoralidium tenuiflorum (Pursh) Rydb.","species","Fabaceae","N",NA,NA,NA
"CPER","RACO3","Ratibida columnifera (Nutt.) Woot. & Standl.","species","Asteraceae","N",NA,NA,NA
"CPER","RUVE2","Rumex venosus Pursh","species","Polygonaceae","N",NA,NA,NA
"CPER","SACO8","Salsola collina Pall.","species","Chenopodiaceae","I",NA,NA,NA
"CPER","SALSO","Salsola sp.","genus","Chenopodiaceae","I",NA,NA,NA
"CPER","SCROPH","Scrophulariaceae sp.","family","Scrophulariaceae","UNK",NA,NA,NA
"CPER","SCBR3","Scutellaria brittonii Porter","species","Lamiaceae","N",NA,NA,NA
"CPER","SCUTE","Scutellaria sp.","genus","Lamiaceae","UNK",NA,NA,NA
"CPER","SESP3","Senecio spartioides Torr. & A. Gray","species","Asteraceae","N",NA,NA,NA
"CPER","SIAL2","Sisymbrium altissimum L.","species","Brassicaceae","I",NA,NA,NA
"CPER","SOLANA","Solanaceae sp.","family","Solanaceae","UNK",NA,NA,NA
"CPER","SORO","Solanum rostratum Dunal","species","Solanaceae","N",NA,NA,NA
"CPER","SOTR","Solanum triflorum Nutt.","species","Solanaceae","N",NA,NA,NA
"CPER","SOSI3","Solidago simplex Kunth","species","Asteraceae","N",NA,NA,NA
"CPER","SONU","Sophora nuttalliana B.L. Turner","species","Fabaceae","N",NA,NA,NA
"CPER","SOPHO","Sophora sp.","genus","Fabaceae","N",NA,NA,NA
"CPER","SPCO","Sphaeralcea coccinea (Nutt.) Rydb.","species","Malvaceae","N",NA,NA,NA
"CPER","SPAI","Sporobolus airoides (Torr.) Torr.","species","Poaceae","N",NA,NA,NA
"CPER","SPCO16","Sporobolus compositus (Poir.) Merr.","species","Poaceae","N",NA,NA,NA
"CPER","SPCO4","Sporobolus contractus Hitchc.","species","Poaceae","N",NA,NA,NA
"CPER","SPCR","Sporobolus cryptandrus (Torr.) A. Gray","species","Poaceae","N",NA,NA,NA
"CPER","SPORO","Sporobolus sp.","genus","Poaceae","UNK",NA,NA,NA
"CPER","STAL2","Stanleya albescens M.E. Jones","species","Brassicaceae","N",NA,NA,NA
"CPER","STPA4","Stephanomeria pauciflora (Torr.) A. Nelson","species","Asteraceae","N",NA,NA,NA
"CPER","SYFAC","Symphyotrichum falcatum (Lindl.) G.L. Nesom var. commutatum (Torr. & A. Gray) G.L. Nesom","variety","Asteraceae","N","white gaco",NA,NA
"CPER","SYSE2","Symphyotrichum sericeum (Vent.) G.L. Nesom","species","Asteraceae","N",NA,NA,NA
"CPER","TAOF","Taraxacum officinale F.H. Wigg.","species","Asteraceae","NI",NA,NA,NA
"CPER","THFE","Thalictrum fendleri Engelm. ex A. Gray","species","Ranunculaceae","N",NA,NA,NA
"CPER","THFI","Thelesperma filifolium (Hook.) A. Gray","species","Asteraceae","N",NA,NA,NA
"CPER","THME","Thelesperma megapotamicum (Spreng.) Kuntze","species","Asteraceae","N",NA,NA,NA
"CPER","THELE","Thelesperma sp.","genus","Asteraceae","N",NA,NA,NA
"CPER","THEL","Thelypodiopsis elegans (M.E. Jones) Rydb.","species","Brassicaceae","N",NA,NA,NA
"CPER","THDI4","Thermopsis divaricarpa A. Nelson","species","Fabaceae","N",NA,NA,NA
"CPER","THAR5","Thlaspi arvense L.","species","Brassicaceae","I",NA,NA,NA
"CPER","TOHO","Townsendia hookeri Beaman","species","Asteraceae","N",NA,NA,NA
"CPER","TROC","Tradescantia occidentalis (Britton) Smyth","species","Commelinaceae","N",NA,NA,NA
"CPER","TRDU","Tragopogon dubius Scop.","species","Asteraceae","I",NA,NA,NA
"CPER","TRDU/TRPR","Tragopogon dubius/pratensis","speciesGroup","Asteraceae","I",NA,NA,NA
"CPER","TRLA30","Tragopogon lamottei Rouy","species","Asteraceae","I",NA,NA,NA
"CPER","TRAGO","Tragopogon sp.","genus","Asteraceae","I",NA,NA,NA
"CPER","TRAGOSPP","Tragopogon spp.","genus","Asteraceae","I",NA,NA,NA
"CPER","TRDA2","Trifolium dasyphyllum Torr. & A. Gray","species","Fabaceae","N",NA,NA,NA
"CPER","TRMI6","Tripterocalyx micranthus (Torr.) Hook.","species","Nyctaginaceae","N",NA,NA,NA
"CPER","TRITI","Triticum sp.","genus","Poaceae","I",NA,NA,NA
"CPER","2PLANT","Unknown plant","kingdom",NA,"UNK","Barrel Cactus",NA,NA
"CPER","VACCI","Vaccinium sp.","genus","Ericaceae","N",NA,NA,NA
"CPER","VEBR","Verbena bracteata Cav. ex Lag. & Rodr.","species","Verbenaceae","N",NA,NA,NA
"CPER","VIAM","Vicia americana Muhl. ex Willd.","species","Fabaceae","N",NA,NA,NA
"CPER","VICIASPP","Vicia spp.","genus","Fabaceae","UNK",NA,NA,NA
"CPER","VINU2","Viola nuttallii Pursh","species","Violaceae","N",NA,NA,NA
"CPER","VIOLA","Viola sp.","genus","Violaceae","UNK",NA,NA,NA
"CPER","VIOLAC","Violaceae sp.","family","Violaceae","UNK","Three nut violet_2017",NA,NA
"CPER","VUOC","Vulpia octoflora (Walter) Rydb.","species","Poaceae","N",NA,NA,NA
"CPER","VUOCO","Vulpia octoflora (Walter) Rydb. var. octoflora","variety","Poaceae","N",NA,NA,NA
"CPER","YUGL","Yucca glauca Nutt.","species","Agavaceae","N",NA,NA,NA
