label,resolved_labels,resolved_scientific_names,resolved_taxonomic_labels,taxonopy_resolution_statuses
Carex gravida L.H. Bailey,Carex gravida,Carex gravida L.H. Bailey,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex gravida,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Carex hirsutella Mack.,Carex hirsutella,Carex hirsutella Mack.,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex hirsutella,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Carex muehlenbergii Schkuhr ex Willd.,Carex muehlenbergii,Carex muehlenbergii Schkuhr ex Willd.,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex muehlenbergii,EXACT_MATCH_PRIMARY_SOURCE_MULT_ACCEPTED
Carex platyphylla Carey,Carex platyphylla,Carex platyphylla Carey,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex platyphylla,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Carex rosea Schkuhr ex Willd.,Carex rosea,Carex rosea Schkuhr ex Willd.,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex rosea,EXACT_MATCH_PRIMARY_SOURCE_MULT_ACCEPTED
Carex vulpinoidea Michx.,Carex vulpinoidea,Carex vulpinoidea Michx.,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex vulpinoidea,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Carpinus caroliniana Walter,Carpinus caroliniana,Carpinus caroliniana Walter,Plantae Tracheophyta Magnoliopsida Fagales Betulaceae Carpinus Carpinus caroliniana,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Carya cordiformis (Wangenh.) K. Koch,Carya cordiformis,Carya cordiformis (Wangenh.) K. Koch,Plantae Tracheophyta Magnoliopsida Fagales Juglandaceae Carya Carya cordiformis,EXACT_MATCH_PRIMARY_SOURCE_MULT_ACCEPTED
Carya glabra (Mill.) Sweet,Carya glabra,Carya glabra (Mill.) Sweet,Plantae Tracheophyta Magnoliopsida Fagales Juglandaceae Carya Carya glabra,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Carya ovalis (Wangenh.) Sarg.,Carya ovalis,Carya ovalis (Wangenh.) Sarg.,Plantae Tracheophyta Magnoliopsida Fagales Juglandaceae Carya Carya ovalis,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Carya tomentosa (Lam.) Nutt.,Carya alba,Carya tomentosa (Lam.) Nutt.,Plantae Tracheophyta Magnoliopsida Fagales Juglandaceae Carya Carya alba,EXACT_MATCH_PRIMARY_SOURCE_SYNONYM_SIMPLE
Celastrus orbiculatus Thunb.,Celastrus orbiculatus,Celastrus orbiculatus Thunb.,Plantae Tracheophyta Magnoliopsida Celastrales Celastraceae Celastrus Celastrus orbiculatus,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Celastrus scandens L.,Celastrus scandens,Celastrus scandens L.,Plantae Tracheophyta Magnoliopsida Celastrales Celastraceae Celastrus Celastrus scandens,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Celtis occidentalis L.,Celtis occidentalis,Celtis occidentalis L.,Plantae Tracheophyta Magnoliopsida Rosales Cannabaceae Celtis Celtis occidentalis,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Chondrilla juncea L.,Chondrilla juncea,Chondrilla juncea L.,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Chondrilla Chondrilla juncea,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Cirsium discolor (Muhl. ex Willd.) Spreng.,Cirsium discolor,Cirsium discolor (Muhl. ex Willd.) Spreng.,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Cirsium Cirsium discolor,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Clinopodium vulgare L.,Clinopodium vulgare,Clinopodium vulgare L.,Plantae Tracheophyta Magnoliopsida Lamiales Lamiaceae Clinopodium Clinopodium vulgare,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Commelina communis L.,Commelina communis,Commelina communis L.,Plantae Tracheophyta Liliopsida Commelinales Commelinaceae Commelina Commelina communis,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Conopholis americana (L.) Wallr.,Conopholis americana,Conopholis americana (L.) Wallr.,Plantae Tracheophyta Magnoliopsida Lamiales Orobanchaceae Conopholis Conopholis americana,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Convolvulus arvensis L.,Convolvulus arvensis,Convolvulus arvensis L.,Plantae Tracheophyta Magnoliopsida Solanales Convolvulaceae Convolvulus Convolvulus arvensis,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Cornus florida L.,Cornus florida,Cornus florida L.,Plantae Tracheophyta Magnoliopsida Cornales Cornaceae Cornus Cornus florida,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Corydalis flavula (Raf.) DC.,Corydalis flavula,Corydalis flavula (Raf.) DC.,Plantae Tracheophyta Magnoliopsida Ranunculales Papaveraceae Corydalis Corydalis flavula,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Cruciata pedemontana (Bellardi) Ehrend.,Cruciata pedemontana,Cruciata pedemontana (Bellardi) Ehrend.,Plantae Tracheophyta Magnoliopsida Gentianales Rubiaceae Cruciata Cruciata pedemontana,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Cynoglossum officinale L.,Cynoglossum officinale,Cynoglossum officinale L.,Plantae Tracheophyta Magnoliopsida Boraginales Boraginaceae Cynoglossum Cynoglossum officinale,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Cyperus lupulinus (Spreng.) Marcks,Cyperus lupulinus,Cyperus lupulinus (Spreng.) Marcks,Plantae Tracheophyta Liliopsida Poales Cyperaceae Cyperus Cyperus lupulinus,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Daucus carota L.,Daucus carota,Daucus carota L.,Plantae Tracheophyta Magnoliopsida Apiales Apiaceae Daucus Daucus carota,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Dennstaedtia punctilobula (Michx.) T. Moore,Sitobolium punctilobum,Dennstaedtia punctilobula (Michx.) T. Moore,Plantae Tracheophyta Polypodiopsida Polypodiales Dennstaedtiaceae Sitobolium Sitobolium punctilobum,EXACT_MATCH_PRIMARY_SOURCE_SYNONYM_SIMPLE
Deparia acrostichoides (Sw.) M. Kato,Deparia acrostichoides,Deparia acrostichoides (Sw.) M. Kato,Plantae Tracheophyta Polypodiopsida Polypodiales Athyriaceae Deparia Deparia acrostichoides,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Desmodium nudiflorum (L.) DC.,Hylodesmum nudiflorum,Desmodium nudiflorum (L.) DC.,Plantae Tracheophyta Magnoliopsida Fabales Fabaceae Hylodesmum Hylodesmum nudiflorum,EXACT_MATCH_PRIMARY_SOURCE_SYNONYM_SIMPLE
Dianthus armeria L.,Dianthus armeria,Dianthus armeria L.,Plantae Tracheophyta Magnoliopsida Caryophyllales Caryophyllaceae Dianthus Dianthus armeria,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Dioscorea villosa L.,Dioscorea villosa,Dioscorea villosa L.,Plantae Tracheophyta Liliopsida Dioscoreales Dioscoreaceae Dioscorea Dioscorea villosa,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Diospyros virginiana L.,Diospyros virginiana,Diospyros virginiana L.,Plantae Tracheophyta Magnoliopsida Ericales Ebenaceae Diospyros Diospyros virginiana,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Dipsacus laciniatus L.,Dipsacus laciniatus,Dipsacus laciniatus L.,Plantae Tracheophyta Magnoliopsida Dipsacales Caprifoliaceae Dipsacus Dipsacus laciniatus,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Duchesnea indica (Andrews) Focke,Potentilla indica,Duchesnea indica (Andrews) Teschem.,Plantae Tracheophyta Magnoliopsida Rosales Rosaceae Potentilla Potentilla indica,MULTI_EXACT_MATCH_PRIMARY_SOURCE_SYNONYMS_INFRASPECIFIC_SCORE
Echium vulgare L.,Echium vulgare,Echium vulgare L.,Plantae Tracheophyta Magnoliopsida Boraginales Boraginaceae Echium Echium vulgare,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Elaeagnus umbellata Thunb.,Elaeagnus umbellata,Elaeagnus umbellata Thunb.,Plantae Tracheophyta Magnoliopsida Rosales Elaeagnaceae Elaeagnus Elaeagnus umbellata,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Elymus repens (L.) Gould,Elymus repens,Elymus repens (L.) Gould,Plantae Tracheophyta Liliopsida Poales Poaceae Elymus Elymus repens,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Erigeron annuus (L.) Pers.,Erigeron annuus,Erigeron annuus (L.) Pers.,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Erigeron Erigeron annuus,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Eurybia divaricata (L.) G.L. Nesom,Eurybia divaricata,Eurybia divaricata (L.) G.L. Nesom,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Eurybia Eurybia divaricata,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Festuca subverticillata (Pers.) Alexeev,Festuca subverticillata,Festuca subverticillata (Pers.) Alexeev,Plantae Tracheophyta Liliopsida Poales Poaceae Festuca Festuca subverticillata,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Fraxinus americana L.,Fraxinus americana,Fraxinus americana L.,Plantae Tracheophyta Magnoliopsida Lamiales Oleaceae Fraxinus Fraxinus americana,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Fraxinus pennsylvanica Marshall,Fraxinus pennsylvanica,Fraxinus pennsylvanica Marshall,Plantae Tracheophyta Magnoliopsida Lamiales Oleaceae Fraxinus Fraxinus pennsylvanica,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Galearis spectabilis (L.) Raf.,Galearis spectabilis,Galearis spectabilis (L.) Raf.,Plantae Tracheophyta Liliopsida Asparagales Orchidaceae Galearis Galearis spectabilis,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Galium aparine L.,Galium aparine,Galium aparine L.,Plantae Tracheophyta Magnoliopsida Gentianales Rubiaceae Galium Galium aparine,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Galium circaezans Michx.,Galium circaezans,Galium circaezans Michx.,Plantae Tracheophyta Magnoliopsida Gentianales Rubiaceae Galium Galium circaezans,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Galium latifolium Michx.,Galium latifolium,Galium latifolium Michx.,Plantae Tracheophyta Magnoliopsida Gentianales Rubiaceae Galium Galium latifolium,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Galium mollugo L.,Galium mollugo,Galium mollugo L.,Plantae Tracheophyta Magnoliopsida Gentianales Rubiaceae Galium Galium mollugo,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Galium triflorum Michx.,Galium triflorum,Galium triflorum Michx.,Plantae Tracheophyta Magnoliopsida Gentianales Rubiaceae Galium Galium triflorum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Geranium columbinum L.,Geranium columbinum,Geranium columbinum L.,Plantae Tracheophyta Magnoliopsida Geraniales Geraniaceae Geranium Geranium columbinum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Geranium maculatum L.,Geranium maculatum,Geranium maculatum L.,Plantae Tracheophyta Magnoliopsida Geraniales Geraniaceae Geranium Geranium maculatum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Geum canadense Jacq.,Geum canadense,Geum canadense Jacq.,Plantae Tracheophyta Magnoliopsida Rosales Rosaceae Geum Geum canadense,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Gillenia trifoliata (L.) Moench,Gillenia trifoliata,Gillenia trifoliata (L.) Moench,Plantae Tracheophyta Magnoliopsida Rosales Rosaceae Gillenia Gillenia trifoliata,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Hackelia virginiana (L.) I.M. Johnst.,Hackelia virginiana,Hackelia virginiana (L.) I.M. Johnst.,Plantae Tracheophyta Magnoliopsida Boraginales Boraginaceae Hackelia Hackelia virginiana,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Heuchera americana L.,Heuchera americana,Heuchera americana L.,Plantae Tracheophyta Magnoliopsida Saxifragales Saxifragaceae Heuchera Heuchera americana,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Hydrangea arborescens L.,Hydrangea arborescens,Hydrangea arborescens L.,Plantae Tracheophyta Magnoliopsida Cornales Hydrangeaceae Hydrangea Hydrangea arborescens,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Impatiens capensis Meerb.,Impatiens capensis,Impatiens capensis Meerb.,Plantae Tracheophyta Magnoliopsida Ericales Balsaminaceae Impatiens Impatiens capensis,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Ipomoea pandurata (L.) G. Mey.,Ipomoea pandurata,Ipomoea pandurata (L.) G. Mey.,Plantae Tracheophyta Magnoliopsida Solanales Convolvulaceae Ipomoea Ipomoea pandurata,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Juglans nigra L.,Juglans nigra,Juglans nigra L.,Plantae Tracheophyta Magnoliopsida Fagales Juglandaceae Juglans Juglans nigra,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Lactuca serriola L.,Lactuca serriola,Lactuca serriola L.,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Lactuca Lactuca serriola,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Leersia virginica Willd.,Leersia virginica,Leersia virginica Willd.,Plantae Tracheophyta Liliopsida Poales Poaceae Leersia Leersia virginica,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Leucanthemum vulgare Lam.,Leucanthemum vulgare,Leucanthemum vulgare Lam.,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Leucanthemum Leucanthemum vulgare,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Linaria vulgaris Mill.,Linaria vulgaris,Linaria vulgaris Mill.,Plantae Tracheophyta Magnoliopsida Lamiales Plantaginaceae Linaria Linaria vulgaris,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Lindera benzoin (L.) Blume,Lindera benzoin,Lindera benzoin (L.) Blume,Plantae Tracheophyta Magnoliopsida Laurales Lauraceae Lindera Lindera benzoin,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Liriodendron tulipifera L.,Liriodendron tulipifera,Liriodendron tulipifera L.,Plantae Tracheophyta Magnoliopsida Magnoliales Magnoliaceae Liriodendron Liriodendron tulipifera,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Lonicera japonica Thunb.,Lonicera japonica,Lonicera japonica Thunb.,Plantae Tracheophyta Magnoliopsida Dipsacales Caprifoliaceae Lonicera Lonicera japonica,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Lonicera maackii (Rupr.) Herder,Lonicera maackii,Lonicera maackii (Rupr.) Herder,Plantae Tracheophyta Magnoliopsida Dipsacales Caprifoliaceae Lonicera Lonicera maackii,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Medicago lupulina L.,Medicago lupulina,Medicago lupulina L.,Plantae Tracheophyta Magnoliopsida Fabales Fabaceae Medicago Medicago lupulina,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Menispermum canadense L.,Menispermum canadense,Menispermum canadense L.,Plantae Tracheophyta Magnoliopsida Ranunculales Menispermaceae Menispermum Menispermum canadense,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Microstegium vimineum (Trin.) A. Camus,Microstegium vimineum,Microstegium vimineum (Trin.) A. Camus,Plantae Tracheophyta Liliopsida Poales Poaceae Microstegium Microstegium vimineum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Morus alba L.,Morus alba,Morus alba L.,Plantae Tracheophyta Magnoliopsida Rosales Moraceae Morus Morus alba,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Nyssa sylvatica Marshall,Nyssa sylvatica,Nyssa sylvatica Marshall,Plantae Tracheophyta Magnoliopsida Cornales Nyssaceae Nyssa Nyssa sylvatica,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Osmorhiza claytonii (Michx.) C.B. Clarke,Osmorhiza claytonii,Osmorhiza claytonii (Michx.) C.B. Clarke,Plantae Tracheophyta Magnoliopsida Apiales Apiaceae Osmorhiza Osmorhiza claytonii,EXACT_MATCH_PRIMARY_SOURCE_MULT_ACCEPTED
Osmorhiza longistylis (Torr.) DC.,Osmorhiza longistylis,Osmorhiza longistylis (Torr.) DC.,Plantae Tracheophyta Magnoliopsida Apiales Apiaceae Osmorhiza Osmorhiza longistylis,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Oxalis stricta L.,Oxalis stricta,Oxalis stricta L.,Plantae Tracheophyta Magnoliopsida Oxalidales Oxalidaceae Oxalis Oxalis stricta,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Panax quinquefolius L.,Panax quinquefolius,Panax quinquefolius L.,Plantae Tracheophyta Magnoliopsida Apiales Araliaceae Panax Panax quinquefolius,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Paronychia canadensis (L.) Alph. Wood,Paronychia canadensis,Paronychia canadensis (L.) Alph. Wood,Plantae Tracheophyta Magnoliopsida Caryophyllales Caryophyllaceae Paronychia Paronychia canadensis,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Parthenocissus quinquefolia (L.) Planch.,Parthenocissus quinquefolia,Parthenocissus quinquefolia (L.) Planch.,Plantae Tracheophyta Magnoliopsida Vitales Vitaceae Parthenocissus Parthenocissus quinquefolia,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Peltandra virginica (L.) Schott,Peltandra virginica,Peltandra virginica (L.) Schott,Plantae Tracheophyta Liliopsida Alismatales Araceae Peltandra Peltandra virginica,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
