label,resolved_labels,resolved_scientific_names,resolved_taxonomic_labels,taxonopy_resolution_statuses
Achnatherum aridum (M.E. Jones) Barkworth,Eriocoma arida,Achnatherum aridum (M.E. Jones) Barkworth,Plantae Tracheophyta Liliopsida Poales Poaceae Eriocoma arida,EXACT_MATCH_PRIMARY_SOURCE_SYNONYM_SIMPLE
Achnatherum contractum (B.L. Johnson) Barkworth,Eriocoma contracta,Achnatherum contractum (B.L. Johnson) Barkworth,Plantae Tracheophyta Liliopsida Poales Poaceae Eriocoma contracta,EXACT_MATCH_PRIMARY_SOURCE_SYNONYM_SIMPLE
Achnatherum hymenoides (Roem. & Schult.) Barkworth,Eriocoma hymenoides,Achnatherum hymenoides (Roem. & Schult.) Barkworth,Plantae Tracheophyta Liliopsida Poales Poaceae Eriocoma hymenoides,EXACT_MATCH_PRIMARY_SOURCE_SYNONYM_SIMPLE
Achnatherum lettermanii (Vasey) Barkworth,Eriocoma lettermanii,Achnatherum lettermanii (Vasey) Barkworth,Plantae Tracheophyta Liliopsida Poales Poaceae Eriocoma lettermanii,EXACT_MATCH_PRIMARY_SOURCE_SYNONYM_SIMPLE
Achnatherum nelsonii (Scribn.) Barkworth,Eriocoma nelsonii,Achnatherum nelsonii (Scribn.) Barkworth,Plantae Tracheophyta Liliopsida Poales Poaceae Eriocoma nelsonii,EXACT_MATCH_PRIMARY_SOURCE_SYNONYM_SIMPLE
Achnatherum nevadense (B.L. Johnson) Barkworth,Eriocoma nevadensis,Achnatherum nevadense (B.L. Johnson) Barkworth,Plantae Tracheophyta Liliopsida Poales Poaceae Eriocoma nevadensis,EXACT_MATCH_PRIMARY_SOURCE_SYNONYM_SIMPLE
Achnatherum occidentale (Thurb.) Barkworth,Eriocoma occidentalis,Achnatherum occidentale (Thurb.) Barkworth,Plantae Tracheophyta Liliopsida Poales Poaceae Eriocoma occidentalis,EXACT_MATCH_PRIMARY_SOURCE_SYNONYM_SIMPLE
Achnatherum pinetorum (M.E. Jones) Barkworth,Eriocoma pinetorum,Achnatherum pinetorum (M.E. Jones) Barkworth,Plantae Tracheophyta Liliopsida Poales Poaceae Eriocoma pinetorum,EXACT_MATCH_PRIMARY_SOURCE_SYNONYM_SIMPLE
Achnatherum richardsonii (Link) Barkworth,Eriocoma richardsonii,Achnatherum richardsonii (Link) Barkworth,Plantae Tracheophyta Liliopsida Poales Poaceae Eriocoma richardsonii,EXACT_MATCH_PRIMARY_SOURCE_SYNONYM_SIMPLE
Achnatherum robustum (Vasey) Barkworth,Eriocoma robusta,Achnatherum robustum (Vasey) Barkworth,Plantae Tracheophyta Liliopsida Poales Poaceae Eriocoma robusta,EXACT_MATCH_PRIMARY_SOURCE_SYNONYM_SIMPLE
Achnatherum scribneri (Vasey) Barkworth,Eriocoma scribneri,Achnatherum scribneri (Vasey) Barkworth,Plantae Tracheophyta Liliopsida Poales Poaceae Eriocoma scribneri,EXACT_MATCH_PRIMARY_SOURCE_SYNONYM_SIMPLE
Achnatherum speciosum (Trin. & Rupr.) Barkworth,Pappostipa speciosa,Achnatherum speciosum (Trin. & Rupr.) Barkworth,Plantae Tracheophyta Liliopsida Poales Poaceae Pappostipa speciosa,MULTI_EXACT_MATCH_PRIMARY_SOURCE_SYNONYMS_INFRASPECIFIC_SCORE
Achnatherum thurberianum (Piper) Barkworth,Eriocoma thurberiana,Achnatherum thurberianum (Piper) Barkworth,Plantae Tracheophyta Liliopsida Poales Poaceae Eriocoma thurberiana,EXACT_MATCH_PRIMARY_SOURCE_SYNONYM_SIMPLE
Achnatherum webberi (Thurb.) Barkworth,Eriocoma webberi,Achnatherum webberi (Thurb.) Barkworth,Plantae Tracheophyta Liliopsida Poales Poaceae Eriocoma webberi,EXACT_MATCH_PRIMARY_SOURCE_SYNONYM_SIMPLE
Aconitum L.,Aconitum ,Aconitum L.,Plantae Tracheophyta Magnoliopsida Ranunculales Ranunculaceae Aconitum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Aconitum columbianum Nutt.,Aconitum columbianum,Aconitum columbianum Nutt.,Plantae Tracheophyta Magnoliopsida Ranunculales Ranunculaceae Aconitum columbianum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Acorus L.,Acorus ,Acorus L.,Plantae Tracheophyta Liliopsida Acorales Acoraceae Acorus,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Acorus calamus L.,Acorus calamus,Acorus calamus L.,Plantae Tracheophyta Liliopsida Acorales Acoraceae Acorus calamus,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Acroptilon Cass.,Leuzea ,Acroptilon Cass.,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Leuzea,EXACT_MATCH_PRIMARY_SOURCE_SYNONYM_SIMPLE
Acroptilon repens (L.) DC.,Leuzea repens,Acroptilon repens (L.) DC.,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Leuzea repens,EXACT_MATCH_PRIMARY_SOURCE_SYNONYM_SIMPLE
Actaea L.,Actaea ,Actaea L.,Plantae Tracheophyta Magnoliopsida Ranunculales Ranunculaceae Actaea,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Actaea rubra (Aiton) Willd.,Actaea rubra,Actaea rubra (Aiton) Willd.,Plantae Tracheophyta Magnoliopsida Ranunculales Ranunculaceae Actaea rubra,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Adiantum L.,Adiantum ,Adiantum L.,Plantae Tracheophyta Polypodiopsida Polypodiales Pteridaceae Adiantum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Adiantum aleuticum (Rupr.) Paris,Adiantum aleuticum,Adiantum aleuticum (Rupr.) Paris,Plantae Tracheophyta Polypodiopsida Polypodiales Pteridaceae Adiantum aleuticum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Adiantum capillus-veneris L.,Adiantum capillus-veneris,Adiantum capillus-veneris L.,Plantae Tracheophyta Polypodiopsida Polypodiales Pteridaceae Adiantum capillus-veneris,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Adoxa L.,Adoxa ,Adoxa L.,Plantae Tracheophyta Magnoliopsida Dipsacales Viburnaceae Adoxa,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Adoxa moschatellina L.,Adoxa moschatellina,Adoxa moschatellina L.,Plantae Tracheophyta Magnoliopsida Dipsacales Viburnaceae Adoxa moschatellina,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Aegilops L.,Aegilops ,Aegilops L.,Plantae Tracheophyta Liliopsida Poales Poaceae Aegilops,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Aegilops cylindrica Host,Aegilops cylindrica,Aegilops cylindrica Host,Plantae Tracheophyta Liliopsida Poales Poaceae Aegilops cylindrica,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Agalinis Raf.,Agalinis ,Agalinis Raf.,Plantae Tracheophyta Magnoliopsida Lamiales Orobanchaceae Agalinis,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Agalinis tenuifolia (Vahl) Raf.,Agalinis tenuifolia,Agalinis tenuifolia (Vahl) Raf.,Plantae Tracheophyta Magnoliopsida Lamiales Orobanchaceae Agalinis tenuifolia,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Agastache Clayton ex Gronov.,Agastache ,Agastache Clayton ex Gronov.,Plantae Tracheophyta Magnoliopsida Lamiales Lamiaceae Agastache,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Agastache foeniculum (Pursh) Kuntze,Agastache foeniculum,Agastache foeniculum (Pursh) Kuntze,Plantae Tracheophyta Magnoliopsida Lamiales Lamiaceae Agastache foeniculum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Agastache pallidiflora (A. Heller) Rydb.,Agastache pallidiflora,Agastache pallidiflora (A. Heller) Rydb.,Plantae Tracheophyta Magnoliopsida Lamiales Lamiaceae Agastache pallidiflora,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Agastache urticifolia (Benth.) Kuntze,Agastache urticifolia,Agastache urticifolia (Benth.) Kuntze,Plantae Tracheophyta Magnoliopsida Lamiales Lamiaceae Agastache urticifolia,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Ageratina Spach,Ageratina ,Ageratina Spach,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Ageratina,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Ageratina herbacea (A. Gray) R.M. King & H. Rob.,Ageratina herbacea,Ageratina herbacea (A. Gray) R.M. King & H. Rob.,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Ageratina herbacea,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Agoseris Raf.,Agoseris ,Agoseris Raf.,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Agoseris,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Agoseris aurantiaca (Hook.) Greene,Agoseris aurantiaca,Agoseris aurantiaca (Hook.) Greene,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Agoseris aurantiaca,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Agoseris glauca (Pursh) Raf. var. agrestis (Osterh.) Q. Jones ex Cronquist,Agoseris glauca,Agoseris glauca (Pursh) Raf. var. agrestis (Osterh.) Q. Jones ex Cronquist,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Agoseris glauca,MULTI_EXACT_MATCH_PRIMARY_SOURCE_SYNONYMS_INFRASPECIFIC_SCORE
Agoseris glauca (Pursh) Raf. var. laciniata (D.C. Eaton) Smiley,Agoseris parviflora,Agoseris glauca (Pursh) Raf. var. laciniata (D.C. Eaton) Smiley,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Agoseris parviflora,MULTI_EXACT_MATCH_PRIMARY_SOURCE_SYNONYMS_INFRASPECIFIC_SCORE
Agoseris heterophylla (Nutt.) Greene,Agoseris heterophylla,Agoseris heterophylla (Nutt.) Greene,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Agoseris heterophylla,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Agrimonia L.,Agrimonia ,Agrimonia L.,Plantae Tracheophyta Magnoliopsida Rosales Rosaceae Agrimonia,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Agrimonia striata Michx.,Agrimonia striata,Agrimonia striata Michx.,Plantae Tracheophyta Magnoliopsida Rosales Rosaceae Agrimonia striata,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Agropyron Gaertn.,Agropyron ,Agropyron Gaertn.,Plantae Tracheophyta Liliopsida Poales Poaceae Agropyron,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Agropyron cristatum (L.) Gaertn.,Agropyron cristatum,Agropyron cristatum (L.) Gaertn.,Plantae Tracheophyta Liliopsida Poales Poaceae Agropyron cristatum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Agropyron desertorum (Fisch. ex Link) Schult.,Agropyron desertorum,Agropyron desertorum (Fisch. ex Link) Schult.,Plantae Tracheophyta Liliopsida Poales Poaceae Agropyron desertorum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Agropyron fragile (Roth) P. Candargy,Agropyron fragile,Agropyron fragile (Roth) P. Candargy,Plantae Tracheophyta Liliopsida Poales Poaceae Agropyron fragile,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Agrostemma L.,Agrostemma ,Agrostemma L.,Plantae Tracheophyta Magnoliopsida Caryophyllales Caryophyllaceae Agrostemma,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Agrostemma brachyloba (Fenzl) Hammer,Agrostemma brachyloba,Agrostemma brachyloba (Fenzl) Hammer,Plantae Tracheophyta Magnoliopsida Caryophyllales Caryophyllaceae Agrostemma brachyloba,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Agrostemma githago L.,Agrostemma githago,Agrostemma githago L.,Plantae Tracheophyta Magnoliopsida Caryophyllales Caryophyllaceae Agrostemma githago,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Agrostis L.,Agrostis ,Agrostis L.,Plantae Tracheophyta Liliopsida Poales Poaceae Agrostis,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Agrostis exarata Trin.,Agrostis exarata,Agrostis exarata Trin.,Plantae Tracheophyta Liliopsida Poales Poaceae Agrostis exarata,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Agrostis gigantea Roth,Agrostis gigantea,Agrostis gigantea Roth,Plantae Tracheophyta Liliopsida Poales Poaceae Agrostis gigantea,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Agrostis humilis Vasey,Podagrostis humilis,Agrostis humilis Vasey,Plantae Tracheophyta Liliopsida Poales Poaceae Podagrostis humilis,EXACT_MATCH_PRIMARY_SOURCE_SYNONYM_SIMPLE
Agrostis idahoensis Nash,Agrostis idahoensis,Agrostis idahoensis Nash,Plantae Tracheophyta Liliopsida Poales Poaceae Agrostis idahoensis,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Agrostis mertensii Trin.,Agrostis mertensii,Agrostis mertensii Trin.,Plantae Tracheophyta Liliopsida Poales Poaceae Agrostis mertensii,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Agrostis scabra Willd.,Agrostis scabra,Agrostis scabra Willd.,Plantae Tracheophyta Liliopsida Poales Poaceae Agrostis scabra,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Agrostis stolonifera L.,Agrostis stolonifera,Agrostis stolonifera L.,Plantae Tracheophyta Liliopsida Poales Poaceae Agrostis stolonifera,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Agrostis variabilis Rydb.,Agrostis variabilis,Agrostis variabilis Rydb.,Plantae Tracheophyta Liliopsida Poales Poaceae Agrostis variabilis,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Ailanthus Desf.,Ailanthus ,Ailanthus Desf.,Plantae Tracheophyta Magnoliopsida Sapindales Simaroubaceae Ailanthus,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Ailanthus altissima (Mill.) Swingle,Ailanthus altissima,Ailanthus altissima (Mill.) Swingle,Plantae Tracheophyta Magnoliopsida Sapindales Simaroubaceae Ailanthus altissima,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Alcea L.,Alcea ,Alcea L.,Plantae Tracheophyta Magnoliopsida Malvales Malvaceae Alcea,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Alcea rosea L.,Alcea rosea,Alcea rosea L.,Plantae Tracheophyta Magnoliopsida Malvales Malvaceae Alcea rosea,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Aletes J.M. Coult. & Rose,Aletes ,Aletes J.M. Coult. & Rose,Plantae Tracheophyta Magnoliopsida Apiales Apiaceae Aletes,MULTI_EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_HOMONYM
Aletes acaulis (Torr.) J.M. Coult. & Rose,Cymopterus hallii,Aletes acaulis (Torr.) J.M. Coult. & Rose,Plantae Tracheophyta Magnoliopsida Apiales Apiaceae Cymopterus hallii,EXACT_MATCH_PRIMARY_SOURCE_SYNONYM_SIMPLE
Aletes anisatus (A. Gray) W.L. Theobald & C.C. Tseng,Cymopterus anisatus,Aletes anisatus (A. Gray) W.L. Theobald & C.C. Tseng,Plantae Tracheophyta Magnoliopsida Apiales Apiaceae Cymopterus anisatus,EXACT_MATCH_PRIMARY_SOURCE_SYNONYM_SIMPLE
Aletes humilis J.M. Coult. & Rose,Cymopterus humilis,Aletes humilis J.M. Coult. & Rose,Plantae Tracheophyta Magnoliopsida Apiales Apiaceae Cymopterus humilis,EXACT_MATCH_PRIMARY_SOURCE_SYNONYM_SIMPLE
Aletes macdougalii J.M. Coult. & Rose ssp. breviradiatus W.L. Theobald & C.C. Tseng,Cymopterus breviradiatus,Aletes macdougalii J.M. Coult. & Rose ssp. breviradiatus W.L. Theobald & C.C. Tseng,Plantae Tracheophyta Magnoliopsida Apiales Apiaceae Cymopterus breviradiatus,MULTI_EXACT_MATCH_PRIMARY_SOURCE_SYNONYMS_INFRASPECIFIC_SCORE
Aletes sessiliflorus W.L. Theobald & C.C. Tseng,Cymopterus sessiliflorus,Aletes sessiliflorus W.L. Theobald & C.C. Tseng,Plantae Tracheophyta Magnoliopsida Apiales Apiaceae Cymopterus sessiliflorus,EXACT_MATCH_PRIMARY_SOURCE_SYNONYM_SIMPLE
Alhagi Gagnebin,Alhagi ,Alhagi Gagnebin,Plantae Tracheophyta Magnoliopsida Fabales Fabaceae Alhagi,EXACT_MATCH_PRIMARY_SOURCE_MULT_ACCEPTED
Alhagi maurorum Medik.,Alhagi maurorum,Alhagi maurorum Medik.,Plantae Tracheophyta Magnoliopsida Fabales Fabaceae Alhagi maurorum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Aliciella Brand,Aliciella ,Aliciella Brand,Plantae Tracheophyta Magnoliopsida Ericales Polemoniaceae Aliciella,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Aliciella haydenii (A. Gray) J.M. Porter,Aliciella haydenii,Aliciella haydenii (A. Gray) J.M. Porter,Plantae Tracheophyta Magnoliopsida Ericales Polemoniaceae Aliciella haydenii,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Aliciella leptomeria (A. Gray) J.M. Porter,Aliciella leptomeria,Aliciella leptomeria (A. Gray) J.M. Porter,Plantae Tracheophyta Magnoliopsida Ericales Polemoniaceae Aliciella leptomeria,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Aliciella mcvickerae (M.E. Jones) J.M. Porter,Aliciella mcvickerae,Aliciella mcvickerae (M.E. Jones) J.M. Porter,Plantae Tracheophyta Magnoliopsida Ericales Polemoniaceae Aliciella mcvickerae,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Aliciella micromeria (A. Gray) J.M. Porter,Aliciella micromeria,Aliciella micromeria (A. Gray) J.M. Porter,Plantae Tracheophyta Magnoliopsida Ericales Polemoniaceae Aliciella micromeria,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Aliciella penstemonoides (M.E. Jones) J.M. Porter,Aliciella penstemonoides,Aliciella penstemonoides (M.E. Jones) J.M. Porter,Plantae Tracheophyta Magnoliopsida Ericales Polemoniaceae Aliciella penstemonoides,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Aliciella pinnatifida (Nutt. ex A. Gray) J.M. Porter,Aliciella pinnatifida,Aliciella pinnatifida (Nutt. ex A. Gray) J.M. Porter,Plantae Tracheophyta Magnoliopsida Ericales Polemoniaceae Aliciella pinnatifida,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Aliciella sedifolia (Brandegee) J.M. Porter,Aliciella sedifolia,Aliciella sedifolia (Brandegee) J.M. Porter,Plantae Tracheophyta Magnoliopsida Ericales Polemoniaceae Aliciella sedifolia,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Aliciella stenothyrsa (A. Gray) J.M. Porter,Aliciella stenothyrsa,Aliciella stenothyrsa (A. Gray) J.M. Porter,Plantae Tracheophyta Magnoliopsida Ericales Polemoniaceae Aliciella stenothyrsa,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Aliciella subacaulis (Rydb.) J.M. Porter & L.A. Johnson,Aliciella subacaulis,Aliciella subacaulis (Rydb.) J.M. Porter & L.A. Johnson,Plantae Tracheophyta Magnoliopsida Ericales Polemoniaceae Aliciella subacaulis,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Aliciella subnuda (Torr. ex A. Gray) J.M. Porter,Aliciella subnuda,Aliciella subnuda (Torr. ex A. Gray) J.M. Porter,Plantae Tracheophyta Magnoliopsida Ericales Polemoniaceae Aliciella subnuda,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Aliciella triodon (Eastw.) Brand,Aliciella triodon,Aliciella triodon (Eastw.) Brand,Plantae Tracheophyta Magnoliopsida Ericales Polemoniaceae Aliciella triodon,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Alisma L.,Alisma ,Alisma L.,Plantae Tracheophyta Liliopsida Alismatales Alismataceae Alisma,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Alisma gramineum Lej.,Alisma gramineum,Alisma gramineum Lej.,Plantae Tracheophyta Liliopsida Alismatales Alismataceae Alisma gramineum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Alisma subcordatum Raf.,Alisma subcordatum,Alisma subcordatum Raf.,Plantae Tracheophyta Liliopsida Alismatales Alismataceae Alisma subcordatum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Alisma triviale Pursh,Alisma triviale,Alisma triviale Pursh,Plantae Tracheophyta Liliopsida Alismatales Alismataceae Alisma triviale,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Alliaria Heist. ex Fabr.,Alliaria ,Alliaria Heist. ex Fabr.,Plantae Tracheophyta Magnoliopsida Brassicales Brassicaceae Alliaria,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
