label,resolved_labels,resolved_scientific_names,resolved_taxonomic_labels,taxonopy_resolution_statuses
Aplectrum hyemale (Muhl. ex Willd.) Torr.,Aplectrum hyemale,Aplectrum hyemale (Muhl. ex Willd.) Torr.,Plantae Tracheophyta Liliopsida Asparagales Orchidaceae Aplectrum hyemale,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Apocynum cannabinum L.,Apocynum cannabinum,Apocynum cannabinum L.,Plantae Tracheophyta Magnoliopsida Gentianales Apocynaceae Apocynum cannabinum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Arabis laevigata (Muhl. ex Willd.) Poir.,Arabis laevigata,Arabis laevigata (Muhl. ex Willd.) Poir.,Plantae Tracheophyta Magnoliopsida Brassicales Brassicaceae Arabis laevigata,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Arctium minus Bernh.,Arctium minus,Arctium minus Bernh.,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Arctium minus,EXACT_MATCH_PRIMARY_SOURCE_MULT_ACCEPTED
Arisaema triphyllum (L.) Schott,Arisaema triphyllum,Arisaema triphyllum (L.) Schott,Plantae Tracheophyta Liliopsida Alismatales Araceae Arisaema triphyllum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Aristolochia serpentaria L.,Endodeca serpentaria,Aristolochia serpentaria L.,Plantae Tracheophyta Magnoliopsida Piperales Aristolochiaceae Endodeca serpentaria,EXACT_MATCH_PRIMARY_SOURCE_SYNONYM_SIMPLE
Arrhenatherum elatius (L.) P. Beauv. ex J. Presl & C. Presl,Arrhenatherum elatius,Arrhenatherum elatius (L.) P. Beauv. ex J. Presl & C. Presl,Plantae Tracheophyta Liliopsida Poales Poaceae Arrhenatherum elatius,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Artemisia annua L.,Artemisia annua,Artemisia annua L.,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Artemisia annua,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Arthraxon hispidus (Thunb.) Makino,Arthraxon hispidus,Arthraxon hispidus (Thunb.) Makino,Plantae Tracheophyta Liliopsida Poales Poaceae Arthraxon hispidus,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Asarum canadense L.,Asarum canadense,Asarum canadense L.,Plantae Tracheophyta Magnoliopsida Piperales Aristolochiaceae Asarum canadense,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Asclepias syriaca L.,Asclepias syriaca,Asclepias syriaca L.,Plantae Tracheophyta Magnoliopsida Gentianales Apocynaceae Asclepias syriaca,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Asclepias viridiflora Raf.,Asclepias viridiflora,Asclepias viridiflora Raf.,Plantae Tracheophyta Magnoliopsida Gentianales Apocynaceae Asclepias viridiflora,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Asimina triloba (L.) Dunal,Asimina triloba,Asimina triloba (L.) Dunal,Plantae Tracheophyta Magnoliopsida Magnoliales Annonaceae Asimina triloba,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
