label,resolved_labels,resolved_scientific_names,resolved_taxonomic_labels,taxonopy_resolution_statuses
Conyza canadensis (L.) Cronquist,Erigeron canadensis,Conyza canadensis (L.) Cronquist,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Erigeron canadensis,EXACT_MATCH_PRIMARY_SOURCE_SYNONYM_SIMPLE
Cryptantha crassisepala (Torr. & A. Gray) Greene,Cryptantha crassisepala,Cryptantha crassisepala (Torr. & A. Gray) Greene,Plantae Tracheophyta Magnoliopsida Boraginales Boraginaceae Cryptantha crassisepala,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Cryptantha minima Rydb.,Cryptantha minima,Cryptantha minima Rydb.,Plantae Tracheophyta Magnoliopsida Boraginales Boraginaceae Cryptantha minima,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Dalea candida Michx. ex Willd.,Dalea candida,Dalea candida Michx. ex Willd.,Plantae Tracheophyta Magnoliopsida Fabales Fabaceae Dalea candida,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Descurainia pinnata (Walter) Britton,Descurainia pinnata,Descurainia pinnata (Walter) Britton,Plantae Tracheophyta Magnoliopsida Brassicales Brassicaceae Descurainia pinnata,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Distichlis spicata (L.) Greene,Distichlis spicata,Distichlis spicata (L.) Greene,Plantae Tracheophyta Liliopsida Poales Poaceae Distichlis spicata,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Echinocereus viridiflorus Engelm.,Echinocereus viridiflorus,Echinocereus viridiflorus Engelm.,Plantae Tracheophyta Magnoliopsida Caryophyllales Cactaceae Echinocereus viridiflorus,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Elymus elymoides (Raf.) Swezey,Elymus elymoides,Elymus elymoides (Raf.) Swezey,Plantae Tracheophyta Liliopsida Poales Poaceae Elymus elymoides,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Ericameria nauseosa (Pall. ex Pursh) G.L. Nesom & Baird,Ericameria nauseosa,Ericameria nauseosa (Pall. ex Pursh) G.L. Nesom & Baird,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Ericameria nauseosa,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Eriogonum effusum Nutt.,Eriogonum effusum,Eriogonum effusum Nutt.,Plantae Tracheophyta Magnoliopsida Caryophyllales Polygonaceae Eriogonum effusum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Escobaria vivipara (Nutt.) Buxbaum,Pelecyphora vivipara,Escobaria vivipara (Nutt.) Buxbaum,Plantae Tracheophyta Magnoliopsida Caryophyllales Cactaceae Pelecyphora vivipara,EXACT_MATCH_PRIMARY_SOURCE_SYNONYM_SIMPLE
Evolvulus nuttallianus Schult.,Evolvulus nuttallianus,Evolvulus nuttallianus Schult.,Plantae Tracheophyta Magnoliopsida Solanales Convolvulaceae Evolvulus nuttallianus,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Grindelia squarrosa (Pursh) Dunal,Grindelia squarrosa,Grindelia squarrosa (Pursh) Dunal,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Grindelia squarrosa,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Gutierrezia sarothrae (Pursh) Britton & Rusby,Gutierrezia sarothrae,Gutierrezia sarothrae (Pursh) Britton & Rusby,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Gutierrezia sarothrae,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Helianthus annuus L.,Helianthus annuus,Helianthus annuus L.,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Helianthus annuus,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Hesperostipa comata (Trin. & Rupr.) Barkworth,Hesperostipa comata,Hesperostipa comata (Trin. & Rupr.) Barkworth,Plantae Tracheophyta Liliopsida Poales Poaceae Hesperostipa comata,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Heterotheca villosa (Pursh) Shinners,Heterotheca villosa,Heterotheca villosa (Pursh) Shinners,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Heterotheca villosa,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Lactuca serriola L.,Lactuca serriola,Lactuca serriola L.,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Lactuca serriola,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Lepidium densiflorum Schrad.,Lepidium densiflorum,Lepidium densiflorum Schrad.,Plantae Tracheophyta Magnoliopsida Brassicales Brassicaceae Lepidium densiflorum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Lepidium montanum Nutt.,Lepidium montanum,Lepidium montanum Nutt.,Plantae Tracheophyta Magnoliopsida Brassicales Brassicaceae Lepidium montanum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Leucocrinum montanum Nutt. ex A. Gray,Leucocrinum montanum,Leucocrinum montanum Nutt. ex A. Gray,Plantae Tracheophyta Liliopsida Asparagales Asparagaceae Leucocrinum montanum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Liatris punctata Hook.,Liatris punctata,Liatris punctata Hook.,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Liatris punctata,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Lobularia maritima (L.) Desv.,Lobularia maritima,Lobularia maritima (L.) Desv.,Plantae Tracheophyta Magnoliopsida Brassicales Brassicaceae Lobularia maritima,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Lomatium nuttallii (A. Gray) J.F. Macbr.,Lomatium nuttallii,Lomatium nuttallii (A. Gray) J.F. Macbr.,Plantae Tracheophyta Magnoliopsida Apiales Apiaceae Lomatium nuttallii,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Lygodesmia juncea (Pursh) D. Don ex Hook.,Lygodesmia juncea,Lygodesmia juncea (Pursh) D. Don ex Hook.,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Lygodesmia juncea,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Machaeranthera pinnatifida (Hook.) Shinners,Xanthisma spinulosum,Machaeranthera pinnatifida (Hook.) Shinners,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Xanthisma spinulosum,EXACT_MATCH_PRIMARY_SOURCE_SYNONYM_SIMPLE
Machaeranthera tanacetifolia (Kunth) Nees,Machaeranthera tanacetifolia,Machaeranthera tanacetifolia (Kunth) Nees,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Machaeranthera tanacetifolia,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Mirabilis linearis (Pursh) Heimerl,Mirabilis linearis,Mirabilis linearis (Pursh) Heimerl,Plantae Tracheophyta Magnoliopsida Caryophyllales Nyctaginaceae Mirabilis linearis,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Muhlenbergia torreyi (Kunth) Hitchc. ex Bush,Muhlenbergia torreyi,Muhlenbergia torreyi (Kunth) Hitchc. ex Bush,Plantae Tracheophyta Liliopsida Poales Poaceae Muhlenbergia torreyi,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Munroa squarrosa (Nutt.) Torr.,Munroa squarrosa,Munroa squarrosa (Nutt.) Torr.,Plantae Tracheophyta Liliopsida Poales Poaceae Munroa squarrosa,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Oenothera albicaulis Pursh,Oenothera albicaulis,Oenothera albicaulis Pursh,Plantae Tracheophyta Magnoliopsida Myrtales Onagraceae Oenothera albicaulis,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Oenothera suffrutescens (Ser.) W.L. Wagner & Hoch,Oenothera suffrutescens,Oenothera suffrutescens (Ser.) W.L. Wagner & Hoch,Plantae Tracheophyta Magnoliopsida Myrtales Onagraceae Oenothera suffrutescens,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Opuntia polyacantha Haw.,Opuntia polyacantha,Opuntia polyacantha Haw.,Plantae Tracheophyta Magnoliopsida Caryophyllales Cactaceae Opuntia polyacantha,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Pascopyrum smithii (Rydb.) Á. Löve,Elymus smithii,Pascopyrum smithii (Rydb.) Á. Löve,Plantae Tracheophyta Liliopsida Poales Poaceae Elymus smithii,MULTI_EXACT_MATCH_PRIMARY_SOURCE_SYNONYMS_INFRASPECIFIC_SCORE
Penstemon albidus Nutt.,Penstemon albidus,Penstemon albidus Nutt.,Plantae Tracheophyta Magnoliopsida Lamiales Plantaginaceae Penstemon albidus,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Phemeranthus parviflorus (Nutt.) Kiger,Phemeranthus parviflorus,Phemeranthus parviflorus (Nutt.) Kiger,Plantae Tracheophyta Magnoliopsida Caryophyllales Montiaceae Phemeranthus parviflorus,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Picradeniopsis oppositifolia (Nutt.) Rydb. ex Britton,Picradeniopsis oppositifolia,Picradeniopsis oppositifolia (Nutt.) Rydb. ex Britton,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Picradeniopsis oppositifolia,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Plantago patagonica Jacq.,Plantago patagonica,Plantago patagonica Jacq.,Plantae Tracheophyta Magnoliopsida Lamiales Plantaginaceae Plantago patagonica,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Portulaca oleracea L.,Portulaca oleracea,Portulaca oleracea L.,Plantae Tracheophyta Magnoliopsida Caryophyllales Portulacaceae Portulaca oleracea,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Psoralidium lanceolatum (Pursh) Rydb.,Ladeania lanceolata,Psoralidium lanceolatum (Pursh) Rydb.,Plantae Tracheophyta Magnoliopsida Fabales Fabaceae Ladeania lanceolata,EXACT_MATCH_PRIMARY_SOURCE_SYNONYM_SIMPLE
Psoralidium tenuiflorum (Pursh) Rydb.,Pediomelum tenuiflorum,Psoralidium tenuiflorum (Pursh) Rydb.,Plantae Tracheophyta Magnoliopsida Fabales Fabaceae Pediomelum tenuiflorum,EXACT_MATCH_PRIMARY_SOURCE_SYNONYM_SIMPLE
Ratibida columnifera (Nutt.) Woot. & Standl.,Ratibida columnifera,Ratibida columnifera (Nutt.) Woot. & Standl.,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Ratibida columnifera,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Salsola collina Pall.,Salsola collina,Salsola collina Pall.,Plantae Tracheophyta Magnoliopsida Caryophyllales Amaranthaceae Salsola collina,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Sisymbrium altissimum L.,Sisymbrium altissimum,Sisymbrium altissimum L.,Plantae Tracheophyta Magnoliopsida Brassicales Brassicaceae Sisymbrium altissimum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Solanum triflorum Nutt.,Solanum triflorum,Solanum triflorum Nutt.,Plantae Tracheophyta Magnoliopsida Solanales Solanaceae Solanum triflorum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Sophora nuttalliana B.L. Turner,Sophora nuttalliana,Sophora nuttalliana B.L. Turner,Plantae Tracheophyta Magnoliopsida Fabales Fabaceae Sophora nuttalliana,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Sphaeralcea coccinea (Nutt.) Rydb.,Sphaeralcea coccinea,Sphaeralcea coccinea (Nutt.) Rydb.,Plantae Tracheophyta Magnoliopsida Malvales Malvaceae Sphaeralcea coccinea,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Sporobolus cryptandrus (Torr.) A. Gray,Sporobolus cryptandrus,Sporobolus cryptandrus (Torr.) A. Gray,Plantae Tracheophyta Liliopsida Poales Poaceae Sporobolus cryptandrus,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Thelesperma filifolium (Hook.) A. Gray,Thelesperma filifolium,Thelesperma filifolium (Hook.) A. Gray,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Thelesperma filifolium,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Thelesperma megapotamicum (Spreng.) Kuntze,Thelesperma megapotamicum,Thelesperma megapotamicum (Spreng.) Kuntze,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Thelesperma megapotamicum,EXACT_MATCH_PRIMARY_SOURCE_MULT_ACCEPTED
Tradescantia occidentalis (Britton) Smyth,Tradescantia occidentalis,Tradescantia occidentalis (Britton) Smyth,Plantae Tracheophyta Liliopsida Commelinales Commelinaceae Tradescantia occidentalis,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Tragopogon dubius Scop.,Tragopogon dubius,Tragopogon dubius Scop.,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Tragopogon dubius,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Verbena bracteata Cav. ex Lag. & Rodr.,Verbena bracteata,Verbena bracteata Cav. ex Lag. & Rodr.,Plantae Tracheophyta Magnoliopsida Lamiales Verbenaceae Verbena bracteata,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Vicia americana Muhl. ex Willd.,Vicia americana,Vicia americana Muhl. ex Willd.,Plantae Tracheophyta Magnoliopsida Fabales Fabaceae Vicia americana,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Vulpia octoflora (Walter) Rydb.,Festuca octoflora,Vulpia octoflora (Walter) Rydb.,Plantae Tracheophyta Liliopsida Poales Poaceae Festuca octoflora,EXACT_MATCH_PRIMARY_SOURCE_SYNONYM_SIMPLE
