label,resolved_labels,resolved_scientific_names,resolved_taxonomic_labels,taxonopy_resolution_statuses
Acalypha virginica L.,Acalypha virginica,Acalypha virginica L.,Plantae Tracheophyta Magnoliopsida Malpighiales Euphorbiaceae Acalypha virginica,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Acanthospermum Schrank,Acanthospermum ,Acanthospermum Schrank,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Acanthospermum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Acanthospermum australe (Loefl.) Kuntze,Acanthospermum australe,Acanthospermum australe (Loefl.) Kuntze,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Acanthospermum australe,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Acanthospermum hispidum DC.,Acanthospermum hispidum,Acanthospermum hispidum DC.,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Acanthospermum hispidum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Acarospora A. Massal.,Acarospora ,Acarospora A. Massal.,Fungi Ascomycota Lecanoromycetes Acarosporales Acarosporaceae Acarospora,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Acer L.,Acer ,Acer L.,Plantae Tracheophyta Magnoliopsida Sapindales Sapindaceae Acer,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Acer floridanum (Chapm.) Pax,Acer floridanum,Acer floridanum (Chapm.) Pax,Plantae Tracheophyta Magnoliopsida Sapindales Sapindaceae Acer floridanum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Acer negundo L.,Acer negundo,Acer negundo L.,Plantae Tracheophyta Magnoliopsida Sapindales Sapindaceae Acer negundo,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Acer nigrum Michx. f.,Acer nigrum,Acer nigrum Michx. f.,Plantae Tracheophyta Magnoliopsida Sapindales Sapindaceae Acer nigrum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Acer pensylvanicum L.,Acer pensylvanicum,Acer pensylvanicum L.,Plantae Tracheophyta Magnoliopsida Sapindales Sapindaceae Acer pensylvanicum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Acer platanoides L.,Acer platanoides,Acer platanoides L.,Plantae Tracheophyta Magnoliopsida Sapindales Sapindaceae Acer platanoides,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Acer rubrum L.,Acer rubrum,Acer rubrum L.,Plantae Tracheophyta Magnoliopsida Sapindales Sapindaceae Acer rubrum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Acer saccharinum L.,Acer saccharinum,Acer saccharinum L.,Plantae Tracheophyta Magnoliopsida Sapindales Sapindaceae Acer saccharinum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Acer saccharum Marshall,Acer saccharum,Acer saccharum Marshall,Plantae Tracheophyta Magnoliopsida Sapindales Sapindaceae Acer saccharum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Acer spicatum Lam.,Acer spicatum,Acer spicatum Lam.,Plantae Tracheophyta Magnoliopsida Sapindales Sapindaceae Acer spicatum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Achillea L.,Achillea ,Achillea L.,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Achillea,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Achillea millefolium L.,Achillea millefolium,Achillea millefolium L.,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Achillea millefolium,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Acinos Mill.,Acinos ,Acinos Mill.,Plantae Tracheophyta Magnoliopsida Lamiales Lamiaceae Acinos,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Acinos arvensis (Lam.) Dandy,Clinopodium acinos,Acinos arvensis (Lam.) Dandy,Plantae Tracheophyta Magnoliopsida Lamiales Lamiaceae Clinopodium acinos,EXACT_MATCH_PRIMARY_SOURCE_SYNONYM_SIMPLE
Aconitum L.,Aconitum ,Aconitum L.,Plantae Tracheophyta Magnoliopsida Ranunculales Ranunculaceae Aconitum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Aconitum reclinatum A. Gray,Aconitum reclinatum,Aconitum reclinatum A. Gray,Plantae Tracheophyta Magnoliopsida Ranunculales Ranunculaceae Aconitum reclinatum,EXACT_MATCH_PRIMARY_SOURCE_MULT_ACCEPTED
Aconitum uncinatum L.,Aconitum uncinatum,Aconitum uncinatum L.,Plantae Tracheophyta Magnoliopsida Ranunculales Ranunculaceae Aconitum uncinatum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Acorus L.,Acorus ,Acorus L.,Plantae Tracheophyta Liliopsida Acorales Acoraceae Acorus,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Acorus americanus (Raf.) Raf.,Acorus calamus,Acorus americanus (Raf.) Raf.,Plantae Tracheophyta Liliopsida Acorales Acoraceae Acorus calamus,EXACT_MATCH_PRIMARY_SOURCE_SYNONYM_SIMPLE
Actaea L.,Actaea ,Actaea L.,Plantae Tracheophyta Magnoliopsida Ranunculales Ranunculaceae Actaea,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Actaea pachypoda Elliott,Actaea pachypoda,Actaea pachypoda Elliott,Plantae Tracheophyta Magnoliopsida Ranunculales Ranunculaceae Actaea pachypoda,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Actaea podocarpa DC.,Actaea podocarpa,Actaea podocarpa DC.,Plantae Tracheophyta Magnoliopsida Ranunculales Ranunculaceae Actaea podocarpa,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Actaea racemosa L.,Actaea racemosa,Actaea racemosa L.,Plantae Tracheophyta Magnoliopsida Ranunculales Ranunculaceae Actaea racemosa,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Actaea rubifolia (Kearney) Kartesz,Actaea rubifolia,Actaea rubifolia (Kearney) Kartesz,Plantae Tracheophyta Magnoliopsida Ranunculales Ranunculaceae Actaea rubifolia,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Adiantum L.,Adiantum ,Adiantum L.,Plantae Tracheophyta Polypodiopsida Polypodiales Pteridaceae Adiantum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Adiantum capillus-veneris L.,Adiantum capillus-veneris,Adiantum capillus-veneris L.,Plantae Tracheophyta Polypodiopsida Polypodiales Pteridaceae Adiantum capillus-veneris,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Adiantum pedatum L.,Adiantum pedatum,Adiantum pedatum L.,Plantae Tracheophyta Polypodiopsida Polypodiales Pteridaceae Adiantum pedatum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Adlumia Raf. ex DC.,Adlumia ,Adlumia Raf. ex DC.,Plantae Tracheophyta Magnoliopsida Ranunculales Papaveraceae Adlumia,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
"Adlumia fungosa (Aiton) Greene ex Britton, Sterns & Poggenb.",Adlumia fungosa,"Adlumia fungosa (Aiton) Greene ex Britton, Sterns & Poggenb.",Plantae Tracheophyta Magnoliopsida Ranunculales Papaveraceae Adlumia fungosa,EXACT_MATCH_PRIMARY_SOURCE_MULT_ACCEPTED
Aegilops L.,Aegilops ,Aegilops L.,Plantae Tracheophyta Liliopsida Poales Poaceae Aegilops,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Aegilops cylindrica Host,Aegilops cylindrica,Aegilops cylindrica Host,Plantae Tracheophyta Liliopsida Poales Poaceae Aegilops cylindrica,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Aegilops geniculata Roth,Aegilops geniculata,Aegilops geniculata Roth,Plantae Tracheophyta Liliopsida Poales Poaceae Aegilops geniculata,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Aegilops neglecta Req. ex Bertol.,Aegilops neglecta,Aegilops neglecta Req. ex Bertol.,Plantae Tracheophyta Liliopsida Poales Poaceae Aegilops neglecta,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Aegopodium L.,Aegopodium ,Aegopodium L.,Plantae Tracheophyta Magnoliopsida Apiales Apiaceae Aegopodium,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Aegopodium podagraria L.,Aegopodium podagraria,Aegopodium podagraria L.,Plantae Tracheophyta Magnoliopsida Apiales Apiaceae Aegopodium podagraria,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Aeschynomene L.,Aeschynomene ,Aeschynomene L.,Plantae Tracheophyta Magnoliopsida Fabales Fabaceae Aeschynomene,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Aeschynomene indica L.,Aeschynomene indica,Aeschynomene indica L.,Plantae Tracheophyta Magnoliopsida Fabales Fabaceae Aeschynomene indica,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
"Aeschynomene virginica (L.) Britton, Sterns & Poggenb.",Aeschynomene virginica,"Aeschynomene virginica (L.) Britton, Sterns & Poggenb.",Plantae Tracheophyta Magnoliopsida Fabales Fabaceae Aeschynomene virginica,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Aesculus L.,Aesculus ,Aesculus L.,Plantae Tracheophyta Magnoliopsida Sapindales Sapindaceae Aesculus,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Aesculus flava Aiton,Aesculus flava,Aesculus flava Aiton,Plantae Tracheophyta Magnoliopsida Sapindales Sapindaceae Aesculus flava,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Aesculus glabra Willd.,Aesculus glabra,Aesculus glabra Willd.,Plantae Tracheophyta Magnoliopsida Sapindales Sapindaceae Aesculus glabra,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Aesculus hippocastanum L.,Aesculus hippocastanum,Aesculus hippocastanum L.,Plantae Tracheophyta Magnoliopsida Sapindales Sapindaceae Aesculus hippocastanum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Aesculus pavia L.,Aesculus pavia,Aesculus pavia L.,Plantae Tracheophyta Magnoliopsida Sapindales Sapindaceae Aesculus pavia,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Aesculus sylvatica W. Bartram,Aesculus sylvatica,Aesculus sylvatica W. Bartram,Plantae Tracheophyta Magnoliopsida Sapindales Sapindaceae Aesculus sylvatica,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Aesculus ×hybrida DC. (pro sp.) [flava × pavia],Aesculus hybrida,Aesculus ×hybrida DC. (pro sp.) [flava × pavia],Plantae Tracheophyta Magnoliopsida Sapindales Sapindaceae Aesculus hybrida,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Aesculus ×neglecta Lindl. (pro sp.) [flava × sylvatica],Aesculus neglecta,Aesculus ×neglecta Lindl. (pro sp.) [flava × sylvatica],Plantae Tracheophyta Magnoliopsida Sapindales Sapindaceae Aesculus neglecta,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Agalinis Raf.,Agalinis ,Agalinis Raf.,Plantae Tracheophyta Magnoliopsida Lamiales Orobanchaceae Agalinis,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Agalinis auriculata (Michx.) S.F. Blake,Agalinis auriculata,Agalinis auriculata (Michx.) S.F. Blake,Plantae Tracheophyta Magnoliopsida Lamiales Orobanchaceae Agalinis auriculata,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Agalinis fasciculata (Elliott) Raf.,Agalinis fasciculata,Agalinis fasciculata (Elliott) Raf.,Plantae Tracheophyta Magnoliopsida Lamiales Orobanchaceae Agalinis fasciculata,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Agalinis linifolia (Nutt.) Britton,Agalinis linifolia,Agalinis linifolia (Nutt.) Britton,Plantae Tracheophyta Magnoliopsida Lamiales Orobanchaceae Agalinis linifolia,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Agalinis maritima (Raf.) Raf.,Agalinis maritima,Agalinis maritima (Raf.) Raf.,Plantae Tracheophyta Magnoliopsida Lamiales Orobanchaceae Agalinis maritima,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Agalinis obtusifolia Raf.,Agalinis obtusifolia,Agalinis obtusifolia Raf.,Plantae Tracheophyta Magnoliopsida Lamiales Orobanchaceae Agalinis obtusifolia,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Agalinis paupercula (A. Gray) Britton,Agalinis purpurea,Agalinis paupercula (A. Gray) Britton,Plantae Tracheophyta Magnoliopsida Lamiales Orobanchaceae Agalinis purpurea,EXACT_MATCH_PRIMARY_SOURCE_SYNONYM_SIMPLE
Agalinis setacea (J.F. Gmel.) Raf.,Agalinis setacea,Agalinis setacea (J.F. Gmel.) Raf.,Plantae Tracheophyta Magnoliopsida Lamiales Orobanchaceae Agalinis setacea,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Agalinis tenuifolia (Vahl) Raf.,Agalinis tenuifolia,Agalinis tenuifolia (Vahl) Raf.,Plantae Tracheophyta Magnoliopsida Lamiales Orobanchaceae Agalinis tenuifolia,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Agastache Clayton ex Gronov.,Agastache ,Agastache Clayton ex Gronov.,Plantae Tracheophyta Magnoliopsida Lamiales Lamiaceae Agastache,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Agastache nepetoides (L.) Kuntze,Agastache nepetoides,Agastache nepetoides (L.) Kuntze,Plantae Tracheophyta Magnoliopsida Lamiales Lamiaceae Agastache nepetoides,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Agastache scrophulariifolia (Willd.) Kuntze,Agastache scrophulariifolia,Agastache scrophulariifolia (Willd.) Kuntze,Plantae Tracheophyta Magnoliopsida Lamiales Lamiaceae Agastache scrophulariifolia,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Ageratina Spach,Ageratina ,Ageratina Spach,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Ageratina,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Ageratina altissima (L.) R.M. King & H. Rob.,Ageratina altissima,Ageratina altissima (L.) R.M. King & H. Rob.,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Ageratina altissima,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Ageratina aromatica (L.) Spach,Ageratina aromatica,Ageratina aromatica (L.) Spach,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Ageratina aromatica,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Agrimonia L.,Agrimonia ,Agrimonia L.,Plantae Tracheophyta Magnoliopsida Rosales Rosaceae Agrimonia,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Agrimonia gryposepala Wallr.,Agrimonia gryposepala,Agrimonia gryposepala Wallr.,Plantae Tracheophyta Magnoliopsida Rosales Rosaceae Agrimonia gryposepala,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Agrimonia microcarpa Wallr.,Agrimonia microcarpa,Agrimonia microcarpa Wallr.,Plantae Tracheophyta Magnoliopsida Rosales Rosaceae Agrimonia microcarpa,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Agrimonia parviflora Aiton,Agrimonia parviflora,Agrimonia parviflora Aiton,Plantae Tracheophyta Magnoliopsida Rosales Rosaceae Agrimonia parviflora,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Agrimonia pubescens Wallr.,Agrimonia pubescens,Agrimonia pubescens Wallr.,Plantae Tracheophyta Magnoliopsida Rosales Rosaceae Agrimonia pubescens,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Agrimonia rostellata Wallr.,Agrimonia rostellata,Agrimonia rostellata Wallr.,Plantae Tracheophyta Magnoliopsida Rosales Rosaceae Agrimonia rostellata,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Agrostemma L.,Agrostemma ,Agrostemma L.,Plantae Tracheophyta Magnoliopsida Caryophyllales Caryophyllaceae Agrostemma,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Agrostemma githago L.,Agrostemma githago,Agrostemma githago L.,Plantae Tracheophyta Magnoliopsida Caryophyllales Caryophyllaceae Agrostemma githago,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Agrostis L.,Agrostis ,Agrostis L.,Plantae Tracheophyta Liliopsida Poales Poaceae Agrostis,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Agrostis capillaris L.,Agrostis capillaris,Agrostis capillaris L.,Plantae Tracheophyta Liliopsida Poales Poaceae Agrostis capillaris,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Agrostis elliottiana Schult.,Agrostis elliottiana,Agrostis elliottiana Schult.,Plantae Tracheophyta Liliopsida Poales Poaceae Agrostis elliottiana,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Agrostis gigantea Roth,Agrostis gigantea,Agrostis gigantea Roth,Plantae Tracheophyta Liliopsida Poales Poaceae Agrostis gigantea,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
"Agrostis hyemalis (Walter) Britton, Sterns & Poggenb.",Agrostis hyemalis,"Agrostis hyemalis (Walter) Britton, Sterns & Poggenb.",Plantae Tracheophyta Liliopsida Poales Poaceae Agrostis hyemalis,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Agrostis mertensii Trin.,Agrostis mertensii,Agrostis mertensii Trin.,Plantae Tracheophyta Liliopsida Poales Poaceae Agrostis mertensii,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Agrostis perennans (Walter) Tuck.,Agrostis perennans,Agrostis perennans (Walter) Tuck.,Plantae Tracheophyta Liliopsida Poales Poaceae Agrostis perennans,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Agrostis scabra Willd.,Agrostis scabra,Agrostis scabra Willd.,Plantae Tracheophyta Liliopsida Poales Poaceae Agrostis scabra,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Agrostis stolonifera L.,Agrostis stolonifera,Agrostis stolonifera L.,Plantae Tracheophyta Liliopsida Poales Poaceae Agrostis stolonifera,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Ailanthus Desf.,Ailanthus ,Ailanthus Desf.,Plantae Tracheophyta Magnoliopsida Sapindales Simaroubaceae Ailanthus,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Ailanthus altissima (Mill.) Swingle,Ailanthus altissima,Ailanthus altissima (Mill.) Swingle,Plantae Tracheophyta Magnoliopsida Sapindales Simaroubaceae Ailanthus altissima,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Aira L.,Aira ,Aira L.,Plantae Tracheophyta Liliopsida Poales Poaceae Aira,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Aira caryophyllea L.,Aira caryophyllea,Aira caryophyllea L.,Plantae Tracheophyta Liliopsida Poales Poaceae Aira caryophyllea,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Aira elegans Willd. ex Kunth,Aira elegans,Aira elegans Willd. ex Kunth,Plantae Tracheophyta Liliopsida Poales Poaceae Aira elegans,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Aira praecox L.,Aira praecox,Aira praecox L.,Plantae Tracheophyta Liliopsida Poales Poaceae Aira praecox,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Ajuga L.,Ajuga ,Ajuga L.,Plantae Tracheophyta Magnoliopsida Lamiales Lamiaceae Ajuga,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Ajuga chamaepitys (L.) Schreb.,Ajuga chamaepitys,Ajuga chamaepitys (L.) Schreb.,Plantae Tracheophyta Magnoliopsida Lamiales Lamiaceae Ajuga chamaepitys,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Ajuga reptans L.,Ajuga reptans,Ajuga reptans L.,Plantae Tracheophyta Magnoliopsida Lamiales Lamiaceae Ajuga reptans,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Akebia Decne.,Akebia ,Akebia Decne.,Plantae Tracheophyta Magnoliopsida Ranunculales Lardizabalaceae Akebia,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Akebia quinata (Houtt.) Decne.,Akebia quinata,Akebia quinata (Houtt.) Decne.,Plantae Tracheophyta Magnoliopsida Ranunculales Lardizabalaceae Akebia quinata,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Albizia Durazz.,Albizia ,Albizia Durazz.,Plantae Tracheophyta Magnoliopsida Fabales Fabaceae Albizia,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Albizia julibrissin Durazz.,Albizia julibrissin,Albizia julibrissin Durazz.,Plantae Tracheophyta Magnoliopsida Fabales Fabaceae Albizia julibrissin,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Alcea L.,Alcea ,Alcea L.,Plantae Tracheophyta Magnoliopsida Malvales Malvaceae Alcea,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Alcea rosea L.,Alcea rosea,Alcea rosea L.,Plantae Tracheophyta Magnoliopsida Malvales Malvaceae Alcea rosea,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Aletris L.,Aletris ,Aletris L.,Plantae Tracheophyta Liliopsida Dioscoreales Nartheciaceae Aletris,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Aletris aurea Walter,Aletris aurea,Aletris aurea Walter,Plantae Tracheophyta Liliopsida Dioscoreales Nartheciaceae Aletris aurea,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Aletris farinosa L.,Aletris farinosa,Aletris farinosa L.,Plantae Tracheophyta Liliopsida Dioscoreales Nartheciaceae Aletris farinosa,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Alisma L.,Alisma ,Alisma L.,Plantae Tracheophyta Liliopsida Alismatales Alismataceae Alisma,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Alisma gramineum Lej.,Alisma gramineum,Alisma gramineum Lej.,Plantae Tracheophyta Liliopsida Alismatales Alismataceae Alisma gramineum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
