label,resolved_labels,resolved_scientific_names,resolved_taxonomic_labels,taxonopy_resolution_statuses
Agrostis perennans,Agrostis perennans,Agrostis perennans,Plantae Tracheophyta Liliopsida Poales Poaceae Agrostis perennans,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Ailanthus altissima,Ailanthus altissima,Ailanthus altissima,Plantae Tracheophyta Magnoliopsida Sapindales Simaroubaceae Ailanthus altissima,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Albizia julibrissin,Albizia julibrissin,Albizia julibrissin,Plantae Tracheophyta Magnoliopsida Fabales Fabaceae Albizia julibrissin,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Alcea rosea,Alcea rosea,Alcea rosea,Plantae Tracheophyta Magnoliopsida Malvales Malvaceae Alcea rosea,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_MULTI_RESULT_DISAMBIGUATION
Alisma subcordatum,Alisma subcordatum,Alisma subcordatum,Plantae Tracheophyta Liliopsida Alismatales Alismataceae Alisma subcordatum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Alliaria petiolata,Alliaria petiolata,Alliaria petiolata,Plantae Tracheophyta Magnoliopsida Brassicales Brassicaceae Alliaria petiolata,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Allium cernuum,Allium cernuum,Allium cernuum,Plantae Tracheophyta Liliopsida Asparagales Amaryllidaceae Allium cernuum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Allium tricoccum,Allium tricoccum,Allium tricoccum,Plantae Tracheophyta Liliopsida Asparagales Amaryllidaceae Allium tricoccum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Allium vineale,Allium vineale,Allium vineale,Plantae Tracheophyta Liliopsida Asparagales Amaryllidaceae Allium vineale,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_MULTI_RESULT_DISAMBIGUATION
Alnus serrulata,Alnus serrulata,Alnus serrulata,Plantae Tracheophyta Magnoliopsida Fagales Betulaceae Alnus serrulata,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_MULTI_RESULT_DISAMBIGUATION
Alyssum alyssoides,Alyssum alyssoides,Alyssum alyssoides,Plantae Tracheophyta Magnoliopsida Brassicales Brassicaceae Alyssum alyssoides,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Amaranthus albus,Amaranthus albus,Amaranthus albus,Plantae Tracheophyta Magnoliopsida Caryophyllales Amaranthaceae Amaranthus albus,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_MULTI_RESULT_DISAMBIGUATION
Amaranthus blitum,Amaranthus blitum,Amaranthus blitum,Plantae Tracheophyta Magnoliopsida Caryophyllales Amaranthaceae Amaranthus blitum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_MULTI_RESULT_DISAMBIGUATION
Amaranthus hybridus,Amaranthus hybridus,Amaranthus hybridus,Plantae Tracheophyta Magnoliopsida Caryophyllales Amaranthaceae Amaranthus hybridus,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_MULTI_RESULT_DISAMBIGUATION
Amaranthus retroflexus,Amaranthus retroflexus,Amaranthus retroflexus,Plantae Tracheophyta Magnoliopsida Caryophyllales Amaranthaceae Amaranthus retroflexus,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Amaranthus spinosus,Amaranthus spinosus,Amaranthus spinosus,Plantae Tracheophyta Magnoliopsida Caryophyllales Amaranthaceae Amaranthus spinosus,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Ambrosia artemisiifolia,Ambrosia artemisiifolia,Ambrosia artemisiifolia,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Ambrosia artemisiifolia,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Ambrosia trifida,Ambrosia trifida,Ambrosia trifida,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Ambrosia trifida,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Amelanchier arborea,Amelanchier arborea,Amelanchier arborea,Plantae Tracheophyta Magnoliopsida Rosales Rosaceae Amelanchier arborea,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Amelanchier canadensis,Amelanchier canadensis,Amelanchier canadensis,Plantae Tracheophyta Magnoliopsida Rosales Rosaceae Amelanchier canadensis,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_MULTI_RESULT_DISAMBIGUATION
Amelanchier laevis,Amelanchier laevis,Amelanchier laevis,Plantae Tracheophyta Magnoliopsida Rosales Rosaceae Amelanchier laevis,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Amelanchier sanguinea,Amelanchier sanguinea,Amelanchier sanguinea,Plantae Tracheophyta Magnoliopsida Rosales Rosaceae Amelanchier sanguinea,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_MULTI_RESULT_DISAMBIGUATION
Amelanchier spicata,Amelanchier spicata,Amelanchier spicata,Plantae Tracheophyta Magnoliopsida Rosales Rosaceae Amelanchier spicata,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Amianthium muscitoxicum,Amianthium muscitoxicum,Amianthium muscitoxicum,Plantae Tracheophyta Liliopsida Liliales Melanthiaceae Amianthium muscitoxicum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Ammannia coccinea,Ammannia coccinea,Ammannia coccinea,Plantae Tracheophyta Magnoliopsida Myrtales Lythraceae Ammannia coccinea,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Ampelopsis cordata,Ampelopsis cordata,Ampelopsis cordata,Plantae Tracheophyta Magnoliopsida Vitales Vitaceae Ampelopsis cordata,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Ampelopsis glandulosa,Ampelopsis glandulosa,Ampelopsis glandulosa,Plantae Tracheophyta Magnoliopsida Vitales Vitaceae Ampelopsis glandulosa,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Amphicarpaea bracteata,Amphicarpaea bracteata,Amphicarpaea bracteata,Plantae Tracheophyta Magnoliopsida Fabales Fabaceae Amphicarpaea bracteata,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Anaphalis margaritacea,Anaphalis margaritacea,Anaphalis margaritacea,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Anaphalis margaritacea,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_MULTI_RESULT_DISAMBIGUATION
Andropogon gerardi,Andropogon gerardi,Andropogon gerardi,Plantae Tracheophyta Liliopsida Poales Poaceae Andropogon gerardi,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Andropogon virginicus,Andropogon virginicus,Andropogon virginicus,Plantae Tracheophyta Liliopsida Poales Poaceae Andropogon virginicus,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Anemone lancifolia,Anemone lancifolia,Anemone lancifolia,Plantae Tracheophyta Magnoliopsida Ranunculales Ranunculaceae Anemone lancifolia,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Anemone quinquefolia,Anemone quinquefolia,Anemone quinquefolia,Plantae Tracheophyta Magnoliopsida Ranunculales Ranunculaceae Anemone quinquefolia,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Anemone virginiana,Anemone virginiana,Anemone virginiana,Plantae Tracheophyta Magnoliopsida Ranunculales Ranunculaceae Anemone virginiana,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Angelica lucida,Angelica lucida,Angelica lucida,Plantae Tracheophyta Magnoliopsida Apiales Apiaceae Angelica lucida,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Angelica triquinata,Angelica triquinata,Angelica triquinata,Plantae Tracheophyta Magnoliopsida Apiales Apiaceae Angelica triquinata,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Angelica venenosa,Angelica venenosa,Angelica venenosa,Plantae Tracheophyta Magnoliopsida Apiales Apiaceae Angelica venenosa,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Antennaria howellii,Antennaria howellii,Antennaria howellii,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Antennaria howellii,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_MULTI_RESULT_DISAMBIGUATION
Antennaria neglecta,Antennaria neglecta,Antennaria neglecta,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Antennaria neglecta,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Antennaria parlinii,Antennaria parlinii,Antennaria parlinii,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Antennaria parlinii,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Antennaria plantaginifolia,Antennaria plantaginifolia,Antennaria plantaginifolia,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Antennaria plantaginifolia,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Antennaria virginica,Antennaria virginica,Antennaria virginica,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Antennaria virginica,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Anthemis arvensis,Anthemis arvensis,Anthemis arvensis,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Anthemis arvensis,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Anthemis cotula,Anthemis cotula,Anthemis cotula,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Anthemis cotula,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Anthoxanthum odoratum,Anthoxanthum odoratum,Anthoxanthum odoratum,Plantae Tracheophyta Liliopsida Poales Poaceae Anthoxanthum odoratum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Anthoxanthum ovatum,Anthoxanthum ovatum,Anthoxanthum ovatum,Plantae Tracheophyta Liliopsida Poales Poaceae Anthoxanthum ovatum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Anticlea elegans,Anticlea elegans,Anticlea elegans,Plantae Tracheophyta Liliopsida Liliales Melanthiaceae Anticlea elegans,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Apios americana,Apios americana,Apios americana,Plantae Tracheophyta Magnoliopsida Fabales Fabaceae Apios americana,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Aplectrum hyemale,Aplectrum hyemale,Aplectrum hyemale,Plantae Tracheophyta Liliopsida Asparagales Orchidaceae Aplectrum hyemale,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Apocynum androsaemifolium,Apocynum androsaemifolium,Apocynum androsaemifolium,Plantae Tracheophyta Magnoliopsida Gentianales Apocynaceae Apocynum androsaemifolium,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Apocynum cannabinum,Apocynum cannabinum,Apocynum cannabinum,Plantae Tracheophyta Magnoliopsida Gentianales Apocynaceae Apocynum cannabinum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Aquilegia canadensis,Aquilegia canadensis,Aquilegia canadensis,Plantae Tracheophyta Magnoliopsida Ranunculales Ranunculaceae Aquilegia canadensis,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Arabidopsis lyrata,Arabidopsis lyrata,Arabidopsis lyrata,Plantae Tracheophyta Magnoliopsida Brassicales Brassicaceae Arabidopsis lyrata,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Arabidopsis thaliana,Arabidopsis thaliana,Arabidopsis thaliana,Plantae Tracheophyta Magnoliopsida Brassicales Brassicaceae Arabidopsis thaliana,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_MULTI_RESULT_DISAMBIGUATION
Arabis patens,Arabis patens,Arabis patens,Plantae Tracheophyta Magnoliopsida Brassicales Brassicaceae Arabis patens,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Aralia hispida,Aralia hispida,Aralia hispida,Plantae Tracheophyta Magnoliopsida Apiales Araliaceae Aralia hispida,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_MULTI_RESULT_DISAMBIGUATION
Aralia nudicaulis,Aralia nudicaulis,Aralia nudicaulis,Plantae Tracheophyta Magnoliopsida Apiales Araliaceae Aralia nudicaulis,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Aralia racemosa,Aralia racemosa,Aralia racemosa,Plantae Tracheophyta Magnoliopsida Apiales Araliaceae Aralia racemosa,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Aralia spinosa,Aralia spinosa,Aralia spinosa,Plantae Tracheophyta Magnoliopsida Apiales Araliaceae Aralia spinosa,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Arctium minus,Arctium minus,Arctium minus,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Arctium minus,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_MULTI_RESULT_DISAMBIGUATION
Arenaria serpyllifolia,Arenaria serpyllifolia,Arenaria serpyllifolia,Plantae Tracheophyta Magnoliopsida Caryophyllales Caryophyllaceae Arenaria serpyllifolia,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_MULTI_RESULT_DISAMBIGUATION
Argemone mexicana,Argemone mexicana,Argemone mexicana,Plantae Tracheophyta Magnoliopsida Ranunculales Papaveraceae Argemone mexicana,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Arisaema dracontium,Arisaema dracontium,Arisaema dracontium,Plantae Tracheophyta Liliopsida Alismatales Araceae Arisaema dracontium,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Arisaema triphyllum,Arisaema triphyllum,Arisaema triphyllum,Plantae Tracheophyta Liliopsida Alismatales Araceae Arisaema triphyllum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Aristida basiramea,Aristida basiramea,Aristida basiramea,Plantae Tracheophyta Liliopsida Poales Poaceae Aristida basiramea,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Aristida dichotoma,Aristida dichotoma,Aristida dichotoma,Plantae Tracheophyta Liliopsida Poales Poaceae Aristida dichotoma,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Aristida oligantha,Aristida oligantha,Aristida oligantha,Plantae Tracheophyta Liliopsida Poales Poaceae Aristida oligantha,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Arnoglossum atriplicifolium,Arnoglossum atriplicifolium,Arnoglossum atriplicifolium,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Arnoglossum atriplicifolium,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Aronia arbutifolia,Aronia arbutifolia,Aronia arbutifolia,Plantae Tracheophyta Magnoliopsida Rosales Rosaceae Aronia arbutifolia,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_MULTI_RESULT_DISAMBIGUATION
Aronia melanocarpa,Aronia melanocarpa,Aronia melanocarpa,Plantae Tracheophyta Magnoliopsida Rosales Rosaceae Aronia melanocarpa,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Arrhenatherum elatius,Arrhenatherum elatius,Arrhenatherum elatius,Plantae Tracheophyta Liliopsida Poales Poaceae Arrhenatherum elatius,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Artemisia annua,Artemisia annua,Artemisia annua,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Artemisia annua,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Artemisia ludoviciana,Artemisia ludoviciana,Artemisia ludoviciana,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Artemisia ludoviciana,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Arthraxon hispidus,Arthraxon hispidus,Arthraxon hispidus,Plantae Tracheophyta Liliopsida Poales Poaceae Arthraxon hispidus,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Aruncus dioicus,Aruncus dioicus,Aruncus dioicus,Plantae Tracheophyta Magnoliopsida Rosales Rosaceae Aruncus dioicus,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Asarum canadense,Asarum canadense,Asarum canadense,Plantae Tracheophyta Magnoliopsida Piperales Aristolochiaceae Asarum canadense,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Asclepias exaltata,Asclepias exaltata,Asclepias exaltata,Plantae Tracheophyta Magnoliopsida Gentianales Apocynaceae Asclepias exaltata,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_MULTI_RESULT_DISAMBIGUATION
Asclepias incarnata,Asclepias incarnata,Asclepias incarnata,Plantae Tracheophyta Magnoliopsida Gentianales Apocynaceae Asclepias incarnata,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Asclepias purpurascens,Asclepias purpurascens,Asclepias purpurascens,Plantae Tracheophyta Magnoliopsida Gentianales Apocynaceae Asclepias purpurascens,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Asclepias quadrifolia,Asclepias quadrifolia,Asclepias quadrifolia,Plantae Tracheophyta Magnoliopsida Gentianales Apocynaceae Asclepias quadrifolia,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Asclepias syriaca,Asclepias syriaca,Asclepias syriaca,Plantae Tracheophyta Magnoliopsida Gentianales Apocynaceae Asclepias syriaca,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Asclepias tuberosa,Asclepias tuberosa,Asclepias tuberosa,Plantae Tracheophyta Magnoliopsida Gentianales Apocynaceae Asclepias tuberosa,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_MULTI_RESULT_DISAMBIGUATION
Asclepias variegata,Asclepias variegata,Asclepias variegata,Plantae Tracheophyta Magnoliopsida Gentianales Apocynaceae Asclepias variegata,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Asclepias verticillata,Asclepias verticillata,Asclepias verticillata,Plantae Tracheophyta Magnoliopsida Gentianales Apocynaceae Asclepias verticillata,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Asclepias viridiflora,Asclepias viridiflora,Asclepias viridiflora,Plantae Tracheophyta Magnoliopsida Gentianales Apocynaceae Asclepias viridiflora,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_MULTI_RESULT_DISAMBIGUATION
Asimina triloba,Asimina triloba,Asimina triloba,Plantae Tracheophyta Magnoliopsida Magnoliales Annonaceae Asimina triloba,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Asparagus officinalis,Asparagus officinalis,Asparagus officinalis,Plantae Tracheophyta Liliopsida Asparagales Asparagaceae Asparagus officinalis,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_MULTI_RESULT_DISAMBIGUATION
Asplenium bradleyi,Asplenium bradleyi,Asplenium bradleyi,Plantae Tracheophyta Polypodiopsida Polypodiales Aspleniaceae Asplenium bradleyi,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Asplenium montanum,Asplenium montanum,Asplenium montanum,Plantae Tracheophyta Polypodiopsida Polypodiales Aspleniaceae Asplenium montanum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Asplenium pinnatifidum,Asplenium pinnatifidum,Asplenium pinnatifidum,Plantae Tracheophyta Polypodiopsida Polypodiales Aspleniaceae Asplenium pinnatifidum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
