label,resolved_labels,resolved_scientific_names,resolved_taxonomic_labels,taxonopy_resolution_statuses
Carya tomentosa (Lam.) Nutt.,Carya alba,Carya tomentosa (Lam.) Nutt.,Plantae Tracheophyta Magnoliopsida Fagales Juglandaceae Carya alba,EXACT_MATCH_PRIMARY_SOURCE_SYNONYM_SIMPLE
Celastrus orbiculatus Thunb.,Celastrus orbiculatus,Celastrus orbiculatus Thunb.,Plantae Tracheophyta Magnoliopsida Celastrales Celastraceae Celastrus orbiculatus,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Celtis occidentalis L.,Celtis occidentalis,Celtis occidentalis L.,Plantae Tracheophyta Magnoliopsida Rosales Cannabaceae Celtis occidentalis,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Commelina communis L.,Commelina communis,Commelina communis L.,Plantae Tracheophyta Liliopsida Commelinales Commelinaceae Commelina communis,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Corydalis flavula (Raf.) DC.,Corydalis flavula,Corydalis flavula (Raf.) DC.,Plantae Tracheophyta Magnoliopsida Ranunculales Papaveraceae Corydalis flavula,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Dennstaedtia punctilobula (Michx.) T. Moore,Sitobolium punctilobum,Dennstaedtia punctilobula (Michx.) T. Moore,Plantae Tracheophyta Polypodiopsida Polypodiales Dennstaedtiaceae Sitobolium punctilobum,EXACT_MATCH_PRIMARY_SOURCE_SYNONYM_SIMPLE
Deparia acrostichoides (Sw.) M. Kato,Deparia acrostichoides,Deparia acrostichoides (Sw.) M. Kato,Plantae Tracheophyta Polypodiopsida Polypodiales Athyriaceae Deparia acrostichoides,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Desmodium nudiflorum (L.) DC.,Hylodesmum nudiflorum,Desmodium nudiflorum (L.) DC.,Plantae Tracheophyta Magnoliopsida Fabales Fabaceae Hylodesmum nudiflorum,EXACT_MATCH_PRIMARY_SOURCE_SYNONYM_SIMPLE
Dioscorea villosa L.,Dioscorea villosa,Dioscorea villosa L.,Plantae Tracheophyta Liliopsida Dioscoreales Dioscoreaceae Dioscorea villosa,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Diospyros virginiana L.,Diospyros virginiana,Diospyros virginiana L.,Plantae Tracheophyta Magnoliopsida Ericales Ebenaceae Diospyros virginiana,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Duchesnea indica (Andrews) Focke,Potentilla indica,Duchesnea indica (Andrews) Focke,Plantae Tracheophyta Magnoliopsida Rosales Rosaceae Potentilla indica,MULTI_EXACT_MATCH_PRIMARY_SOURCE_SYNONYMS_INFRASPECIFIC_SCORE
Eurybia divaricata (L.) G.L. Nesom,Eurybia divaricata,Eurybia divaricata (L.) G.L. Nesom,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Eurybia divaricata,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Festuca subverticillata (Pers.) Alexeev,Festuca subverticillata,Festuca subverticillata (Pers.) Alexeev,Plantae Tracheophyta Liliopsida Poales Poaceae Festuca subverticillata,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Fraxinus americana L.,Fraxinus americana,Fraxinus americana L.,Plantae Tracheophyta Magnoliopsida Lamiales Oleaceae Fraxinus americana,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Galearis spectabilis (L.) Raf.,Galearis spectabilis,Galearis spectabilis (L.) Raf.,Plantae Tracheophyta Liliopsida Asparagales Orchidaceae Galearis spectabilis,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Galium aparine L.,Galium aparine,Galium aparine L.,Plantae Tracheophyta Magnoliopsida Gentianales Rubiaceae Galium aparine,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Galium circaezans Michx.,Galium circaezans,Galium circaezans Michx.,Plantae Tracheophyta Magnoliopsida Gentianales Rubiaceae Galium circaezans,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Galium latifolium Michx.,Galium latifolium,Galium latifolium Michx.,Plantae Tracheophyta Magnoliopsida Gentianales Rubiaceae Galium latifolium,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Galium triflorum Michx.,Galium triflorum,Galium triflorum Michx.,Plantae Tracheophyta Magnoliopsida Gentianales Rubiaceae Galium triflorum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Geranium maculatum L.,Geranium maculatum,Geranium maculatum L.,Plantae Tracheophyta Magnoliopsida Geraniales Geraniaceae Geranium maculatum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Geum canadense Jacq.,Geum canadense,Geum canadense Jacq.,Plantae Tracheophyta Magnoliopsida Rosales Rosaceae Geum canadense,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Hackelia virginiana (L.) I.M. Johnst.,Hackelia virginiana,Hackelia virginiana (L.) I.M. Johnst.,Plantae Tracheophyta Magnoliopsida Boraginales Boraginaceae Hackelia virginiana,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Hydrangea arborescens L.,Hydrangea arborescens,Hydrangea arborescens L.,Plantae Tracheophyta Magnoliopsida Cornales Hydrangeaceae Hydrangea arborescens,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Impatiens capensis Meerb.,Impatiens capensis,Impatiens capensis Meerb.,Plantae Tracheophyta Magnoliopsida Ericales Balsaminaceae Impatiens capensis,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Juglans nigra L.,Juglans nigra,Juglans nigra L.,Plantae Tracheophyta Magnoliopsida Fagales Juglandaceae Juglans nigra,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Leersia virginica Willd.,Leersia virginica,Leersia virginica Willd.,Plantae Tracheophyta Liliopsida Poales Poaceae Leersia virginica,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Lindera benzoin (L.) Blume,Lindera benzoin,Lindera benzoin (L.) Blume,Plantae Tracheophyta Magnoliopsida Laurales Lauraceae Lindera benzoin,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Liriodendron tulipifera L.,Liriodendron tulipifera,Liriodendron tulipifera L.,Plantae Tracheophyta Magnoliopsida Magnoliales Magnoliaceae Liriodendron tulipifera,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Lonicera japonica Thunb.,Lonicera japonica,Lonicera japonica Thunb.,Plantae Tracheophyta Magnoliopsida Dipsacales Caprifoliaceae Lonicera japonica,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Lonicera maackii (Rupr.) Herder,Lonicera maackii,Lonicera maackii (Rupr.) Herder,Plantae Tracheophyta Magnoliopsida Dipsacales Caprifoliaceae Lonicera maackii,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Microstegium vimineum (Trin.) A. Camus,Microstegium vimineum,Microstegium vimineum (Trin.) A. Camus,Plantae Tracheophyta Liliopsida Poales Poaceae Microstegium vimineum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Morus alba L.,Morus alba,Morus alba L.,Plantae Tracheophyta Magnoliopsida Rosales Moraceae Morus alba,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Nyssa sylvatica Marshall,Nyssa sylvatica,Nyssa sylvatica Marshall,Plantae Tracheophyta Magnoliopsida Cornales Nyssaceae Nyssa sylvatica,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Osmorhiza longistylis (Torr.) DC.,Osmorhiza longistylis,Osmorhiza longistylis (Torr.) DC.,Plantae Tracheophyta Magnoliopsida Apiales Apiaceae Osmorhiza longistylis,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Oxalis stricta L.,Oxalis stricta,Oxalis stricta L.,Plantae Tracheophyta Magnoliopsida Oxalidales Oxalidaceae Oxalis stricta,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Panax quinquefolius L.,Panax quinquefolius,Panax quinquefolius L.,Plantae Tracheophyta Magnoliopsida Apiales Araliaceae Panax quinquefolius,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Parthenocissus quinquefolia (L.) Planch.,Parthenocissus quinquefolia,Parthenocissus quinquefolia (L.) Planch.,Plantae Tracheophyta Magnoliopsida Vitales Vitaceae Parthenocissus quinquefolia,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Peltandra virginica (L.) Schott,Peltandra virginica,Peltandra virginica (L.) Schott,Plantae Tracheophyta Liliopsida Alismatales Araceae Peltandra virginica,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Phryma leptostachya L.,Phryma leptostachya,Phryma leptostachya L.,Plantae Tracheophyta Magnoliopsida Lamiales Phrymaceae Phryma leptostachya,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Pilea pumila (L.) A. Gray,Pilea pumila,Pilea pumila (L.) A. Gray,Plantae Tracheophyta Magnoliopsida Rosales Urticaceae Pilea pumila,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Podophyllum peltatum L.,Podophyllum peltatum,Podophyllum peltatum L.,Plantae Tracheophyta Magnoliopsida Ranunculales Berberidaceae Podophyllum peltatum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Polygonatum biflorum (Walter) Elliott,Polygonatum biflorum,Polygonatum biflorum (Walter) Elliott,Plantae Tracheophyta Liliopsida Asparagales Asparagaceae Polygonatum biflorum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Polygonum perfoliatum L.,Persicaria perfoliata,Polygonum perfoliatum L.,Plantae Tracheophyta Magnoliopsida Caryophyllales Polygonaceae Persicaria perfoliata,EXACT_MATCH_PRIMARY_SOURCE_SYNONYM_SIMPLE
Polygonum virginianum L.,Persicaria virginiana,Polygonum virginianum L.,Plantae Tracheophyta Magnoliopsida Caryophyllales Polygonaceae Persicaria virginiana,EXACT_MATCH_PRIMARY_SOURCE_SYNONYM_SIMPLE
Polystichum acrostichoides (Michx.) Schott,Polystichum acrostichoides,Polystichum acrostichoides (Michx.) Schott,Plantae Tracheophyta Polypodiopsida Polypodiales Dryopteridaceae Polystichum acrostichoides,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Prenanthes altissima L.,Prenanthes L.,Prenanthes altissima L.,Plantae Prenanthes L.,FORCE_ACCEPTED
Quercus alba L.,Quercus alba,Quercus alba L.,Plantae Tracheophyta Magnoliopsida Fagales Fagaceae Quercus alba,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Quercus montana Willd.,Quercus montana,Quercus montana Willd.,Plantae Tracheophyta Magnoliopsida Fagales Fagaceae Quercus montana,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Quercus rubra L.,Quercus rubra,Quercus rubra L.,Plantae Tracheophyta Magnoliopsida Fagales Fagaceae Quercus rubra,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Quercus velutina Lam.,Quercus velutina,Quercus velutina Lam.,Plantae Tracheophyta Magnoliopsida Fagales Fagaceae Quercus velutina,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Ranunculus abortivus L.,Ranunculus abortivus,Ranunculus abortivus L.,Plantae Tracheophyta Magnoliopsida Ranunculales Ranunculaceae Ranunculus abortivus,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Robinia pseudoacacia L.,Robinia pseudoacacia,Robinia pseudoacacia L.,Plantae Tracheophyta Magnoliopsida Fabales Fabaceae Robinia pseudoacacia,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Rosa multiflora Thunb.,Rosa multiflora,Rosa multiflora Thunb.,Plantae Tracheophyta Magnoliopsida Rosales Rosaceae Rosa multiflora,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Rubus allegheniensis Porter,Rubus allegheniensis,Rubus allegheniensis Porter,Plantae Tracheophyta Magnoliopsida Rosales Rosaceae Rubus allegheniensis,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Rubus flagellaris Willd.,Rubus flagellaris,Rubus flagellaris Willd.,Plantae Tracheophyta Magnoliopsida Rosales Rosaceae Rubus flagellaris,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Rubus phoenicolasius Maxim.,Rubus phoenicolasius,Rubus phoenicolasius Maxim.,Plantae Tracheophyta Magnoliopsida Rosales Rosaceae Rubus phoenicolasius,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Sanicula canadensis L.,Sanicula canadensis,Sanicula canadensis L.,Plantae Tracheophyta Magnoliopsida Apiales Apiaceae Sanicula canadensis,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Sassafras albidum (Nutt.) Nees,Sassafras albidum,Sassafras albidum (Nutt.) Nees,Plantae Tracheophyta Magnoliopsida Laurales Lauraceae Sassafras albidum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Scutellaria serrata Andrews,Scutellaria serrata,Scutellaria serrata Andrews,Plantae Tracheophyta Magnoliopsida Lamiales Lamiaceae Scutellaria serrata,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Smilax rotundifolia L.,Smilax rotundifolia,Smilax rotundifolia L.,Plantae Tracheophyta Liliopsida Liliales Smilacaceae Smilax rotundifolia,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Smilax tamnoides L.,Smilax tamnoides,Smilax tamnoides L.,Plantae Tracheophyta Liliopsida Liliales Smilacaceae Smilax tamnoides,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Stellaria media (L.) Vill.,Stellaria media,Stellaria media (L.) Vill.,Plantae Tracheophyta Magnoliopsida Caryophyllales Caryophyllaceae Stellaria media,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Stellaria pubera Michx.,Stellaria pubera,Stellaria pubera Michx.,Plantae Tracheophyta Magnoliopsida Caryophyllales Caryophyllaceae Stellaria pubera,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Symphoricarpos orbiculatus Moench,Symphoricarpos orbiculatus,Symphoricarpos orbiculatus Moench,Plantae Tracheophyta Magnoliopsida Dipsacales Caprifoliaceae Symphoricarpos orbiculatus,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Thalictrum thalictroides (L.) Eames & B. Boivin,Thalictrum thalictroides,Thalictrum thalictroides (L.) Eames & B. Boivin,Plantae Tracheophyta Magnoliopsida Ranunculales Ranunculaceae Thalictrum thalictroides,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Thelypteris noveboracensis (L.) Nieuwl.,Amauropelta noveboracensis,Thelypteris noveboracensis (L.) Nieuwl.,Plantae Tracheophyta Polypodiopsida Polypodiales Thelypteridaceae Amauropelta noveboracensis,EXACT_MATCH_PRIMARY_SOURCE_SYNONYM_SIMPLE
Toxicodendron radicans (L.) Kuntze,Toxicodendron radicans,Toxicodendron radicans (L.) Kuntze,Plantae Tracheophyta Magnoliopsida Sapindales Anacardiaceae Toxicodendron radicans,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Uvularia perfoliata L.,Uvularia perfoliata,Uvularia perfoliata L.,Plantae Tracheophyta Liliopsida Liliales Colchicaceae Uvularia perfoliata,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Verbesina alternifolia (L.) Britton ex Kearney,Verbesina alternifolia,Verbesina alternifolia (L.) Britton ex Kearney,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Verbesina alternifolia,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Verbesina occidentalis (L.) Walter,Verbesina occidentalis,Verbesina occidentalis (L.) Walter,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Verbesina occidentalis,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Viburnum prunifolium L.,Viburnum prunifolium,Viburnum prunifolium L.,Plantae Tracheophyta Magnoliopsida Dipsacales Viburnaceae Viburnum prunifolium,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
